Hybridization REF	TCGA-AA-A00K-01A-02R-A002-07
ZNF434	-0.456166666666667
SMARCD1	0.000833333333333329
ZFP106	-0.66525
ZNF347	-2.1545
GTF2E1	-0.50725
RY1	-0.928
ATAD2B	0.073625
ARHGAP17	0.042
KCNIP3	-1.8915
SFPQ	0.369
GFRA4	1.34816666666667
AKR1B10	1.16825
TIGD6	-0.4445
RGS16	1.74275
URB1	0.159166666666667
OR4C46	0.4985
TOP3B	-0.686
NFATC4	-0.2945
CA14	-4.5365
BMPR1A	0.259833333333333
SNRP70	-0.098375
PRL	-0.2995
C6orf130	-0.73625
STAG2	0.59975
CD55	-0.591571428571429
RPS23	0.236833333333333
SSX2	-0.822666666666667
FDPSL2A	0.39375
FBXO27	-0.916375
SYNGR3	-1.64366666666667
TMSL3	2.52025
EML1	-2.28
NUP93	-0.709333333333333
SMAD3	-0.3589
KIAA1189	0.118666666666667
HNRPUL2	0.8045
TBC1D12	0.563166666666667
C16orf24	0.33025
MRVI1	2.0085
ZNF581	-0.00833333333333333
ELOVL3	-1.312
OR51Q1	0.25025
CACNB3	0.7
GALNT13	-2.087
C10orf84	0.388
NEDD4	0.462
SPO11	0.204
OR5AU1	0.488
NEK4	0.152428571428571
PRKAR2A	0.493833333333333
IHPK1	-1.00016666666667
ATP6V0B	-0.021375
CACNA1E	2.7605
CEACAM8	2.72016666666667
PEX14	-0.484
FLJ12993	-1.7885
ZBTB38	0.994333333333334
PCTK2	-0.575333333333333
LRRC16	0.7694
FBLIM1	0.845833333333333
FYCO1	0.78
RP5-1022P6.2	2.58683333333333
CMTM1	0.3755
PLTP	0.000833333333333333
RAPH1	0.25575
DOCK8	0.4755
EZH2	-0.894733333333333
SLC25A1	0.428
PLEKHB1	-0.7106
GRB7	1.3037
ZFP37	-2.6125
MRPL33	-0.36175
PELO	-0.5555
ARMC1	-0.310181818181818
C9orf27	0.205
FLJ25778	0.4935
C9orf37	-0.796333333333333
TMEM66	-0.1175
SPRN	-0.00874999999999999
HBEGF	2.144
PI4KA	-0.9755
LEPRE1	-1.62225
POU2AF1	-0.7595
MRPL12	0.631833333333333
REP15	4.189
ZC3H3	0.46275
RASAL1	-0.49525
DDAH1	2.551
ACBD5	0.511625
TMC2	-0.505
CCDC137	-0.385
SAMD13	2.1675
UGT2B15	0.261
TIPARP	-0.34975
DNASE1L3	3.088
TRIM72	1.67866666666667
DBX2	0.4145
IPO8	0.771
C21orf88	-1.0867
MAP3K14	0.41525
LOC51233	0.612
GGTLA4	1.22425
PDE6D	-1.097
ZNF117	-1.655
CLK2	-0.793375
NKRF	0.45
TNFSF15	1.6032
DUSP2	1.093375
SECISBP2	-0.1729
GABRR2	0.406
PPAP2C	1.274
LOC51145	-0.240666666666667
PAG1	1.18425
PIK3C3	-1.06875
GNG10	-0.791
APOL4	1.72833333333333
ANKRD28	-0.7145
STMN3	-2.1466
RAB14	0.3502
CDK2AP2	0.2555
HDDC3	-0.0825
COMMD7	0.58425
CXXC1	-0.75875
HMCN1	-2.00883333333333
CD40	-0.9305
DYNC1LI2	0.37525
GDI1	-0.22775
LOC646938	-0.43275
VSNL1	0.267833333333333
PIH1D1	-0.0233333333333333
RAET1G	-0.661
KRTAP5-9	0.898
EFTUD2	-0.10175
ZNF311	-0.321833333333333
ATP6V1G3	-0.4595
OR2W3	-0.8185
SCN4A	-0.4495
MED10	-1.037
FAM135A	1.3633
ARHGAP4	-2.562
EHMT2	-0.49675
UFD1L	-0.523
ERMP1	0.64025
MAG1	-0.756166666666667
THAP8	-0.684333333333333
HACE1	-1.13483333333333
FAM82C	0.0215
C3orf20	-0.365
UNC84A	-0.6625
SCD5	-0.650928571428571
LASS6	1.83025
LSG1	0.0985833333333333
MAL	-5.20325
GPR22	-0.297
WDR5B	-0.308
ACTRT1	0.264
C17orf60	-1.3925
GRIN2C	0.231
ARMC8	-0.73675
SLC47A1	-2.51983333333333
DMPK	0.53225
DHRS13	-0.926166666666667
SMC1A	-0.0683333333333334
KRTAP17-1	0.09225
SMYD5	-0.12575
TUSC2	0.429625
CRHR2	-0.266
KIR3DL2	0.5775
CCDC104	-0.51925
ATP2C1	0.172875
CROT	-0.49675
PABPC3	0.574666666666667
EGR1	0.687
THSD1	-0.30025
KHK	0.76625
SLC12A2	4.112125
CD58	-0.41375
STOX2	-2.49616666666667
CCDC76	-0.1403
CCDC48	3.407
DNAH1	0.563
ZIC4	0.087125
OR1G1	0.178
PSMC6	-0.631666666666667
PROKR1	0.1015
ABCB1	3.926625
TRAT1	-1.8055
LLGL1	0.201
MTF1	1.21925
USP54	1.49475
PAGE2B	-2.5885
ITGB7	-3.3745
CCDC81	-0.6385
LOC149837	-0.24625
SCUBE1	0.513
ZSCAN10	2.169
HUWE1	0.843714285714286
CDH17	8.5895
CD180	0.13575
IL17A	0.70625
TMPO	-0.193375
KIAA1524	-0.329833333333333
HDGFRP3	-3.22333333333333
OXCT1	-1.05736363636364
RRAS2	-1.037
LTBP2	0.284125
SV2B	-0.578
CYP2A6	0.305
PKD1L2	-1.37366666666667
PPM1M	-1.3655
FLJ22662	4.26733333333333
ZNF502	1.53575
GP6	-1.035
CRYBA2	0.47825
LEF1	-1.6816
CTPS	-0.926285714285714
EYA1	-1.21133333333333
EPS8L1	1.1745
MAPK14	0.275416666666667
SERPINB2	-5.002875
GTF2F2	0.417833333333333
ZNHIT4	-0.3155
PLA1A	-0.953875
C20orf114	-0.44275
HPR	-4.909
C18orf2	-0.6685
SATB2	2.79525
KCNJ9	0.326
MGC157906	0.4805
MOCS3	0.04975
C17orf71	-0.848
PPHLN1	0.387
HIST1H2BN	-0.91125
RAPGEF1	-0.03925
MAP3K8	1.7015
DLG4	0.457
STC1	-1.5715
CDGAP	-0.1985
DDX26B	-0.18225
LOC150223	-0.43875
CPSF3	-0.699
TMEM14A	-0.98625
MYH3	-2.03625
GPKOW	0.22525
SULT1A1	-0.119333333333333
SPON1	1.5736
YY1AP1	-0.8245
RAB23	0.014
PLA2G4A	-4.72375
MAPRE3	0.058
ZNF516	0.173142857142857
GGPS1	-0.28375
EXOC3L2	0.963625
C19orf42	-0.4266
MAP2K2	0.280666666666667
HIST1H2BB	-1.46775
RNF19B	1.87383333333333
C6orf128	-0.642166666666667
TLR8	1.319
PCDHA9	0.021
CARS2	0.841
CLUL1	-0.972833333333333
RHAG	-3.72133333333333
UNK	-0.358
EXOC8	-0.0599
C9orf95	0.6265
C14orf143	-0.142333333333333
MAML3	0.125125
LDHA	-0.4665
MRPL20	0.3265
KLHDC6	0.3105
ATP5S	-0.178
C8orf55	0.45775
PHF19	-1.094875
KRTAP13-4	0.2375
TTC5	-0.2145
XKR5	-0.535
SILV	-4.47783333333333
TEX28	0.291
TCTN1	-0.64525
CX40.1	0.1435
PPP2R5C	-0.07475
C12orf30	-0.312833333333333
CAPG	1.1645
MPZL1	0.08685
ARSB	-0.623166666666667
TDH	-1.5195
WASF4	0.533
TSSK3	-0.845666666666667
7A5	2.635
CRISPLD1	-1.609625
MAD1L1	-0.646666666666667
SPIN4	0.893
AMPD1	-0.5695
DPYSL5	0.0275
INPP1	1.03166666666667
ANKRD11	0.00411111111111108
NPAS4	0.069
GCET2	-0.5747
RNASE9	0.1445
GUCY2D	-0.0713333333333333
CCDC98	-1.58325
FGF4	-0.78225
CPM	-0.0986666666666667
SLC26A4	-2.26716666666667
PLD5	0.253333333333333
FAM59A	0.2957
FBXO5	-1.49166666666667
SIPA1L1	0.59575
DPYS	0.5445
ATG4D	-0.229
TGM3	1.6275
MTCH1	-0.653625
HK1	-0.484142857142857
CDC26	-0.11325
GALNT12	-0.119666666666667
LOC339229	-0.911
MRPL35	0.32575
ORC4L	0.042375
TNKS	0.2115
C2orf24	0.312
ZNF553	-0.197666666666667
GGTLA1	1.2436
ZNF497	-2.27575
CDY1B	0.4165
SLC30A4	0.391625
TUB	-2.069875
ARHGEF18	0.25275
ARRB1	0.9845
KCNK1	1.3825
EREG	1.9483
SCAMP5	-1.15975
RUNDC3B	0.806
ADAMTS20	-0.07125
IL17RB	-1.99925
FLJ20323	-0.80525
MCAM	0.48275
POLR3E	-0.00850000000000002
AQR	0.291166666666667
IPMK	0.8575
CDCA7	-1.2145
CAMP	-1.04125
GRHL3	1.63075
ADAMTSL2	0.661666666666667
CLMN	1.79716666666667
SSTR3	0.504
MAGEA5	0.207
OVOL2	3.3745
JMJD1B	0.099
RBL2	-0.1799
PYGO2	0.08325
PPP1R10	0.9615
CSE1L	-0.0416666666666667
LCA5	-1.67875
RDH16	-0.64075
ASRGL1	0.3085
TOM1	0.1495
PTX3	-6.1555
TTC15	0.14425
SCGB3A1	0.585666666666667
MRPL50	-0.382
RCAN3	1.3215
SLC26A11	-0.81875
STYX	-0.454
CINP	-0.16125
MARCH7	-1.15075
PFKM	0.149166666666667
SGMS1	-0.115
RIOK3	-0.0798
C1orf110	-0.0845
CES7	0.05875
LOC440248	-0.83625
PPP1R12C	-0.0475
C10orf27	0.752
ATG9A	-0.60775
MRPS26	1.172
TMEM40	-0.338
ELP3	0.2197
ZNF787	1.6952
HIAT1	-0.473625
C8orf34	0.215333333333333
MGC4655	-0.804
PELI1	0.574
PPT1	-1.501
SLC35C2	0.2415
C6orf125	-0.5335
MUC4	2.327
RFC4	-1.45728571428571
GNB2	0.012
NUP50	0.268214285714286
SULT4A1	-2.21533333333333
C7	1.803
CCDC130	-0.05
ARRDC4	-0.13725
RQCD1	-0.4325
GLYCTK	1.67875
AYTL2	-1.74690909090909
MTUS1	1.3496
LEMD3	0.8245
PLEKHF2	-0.5
HOXA7	-0.632375
GTF3C2	-0.804
DYNLRB2	-2.87475
CNOT10	-0.28925
MR1	-1.06666666666667
FFAR1	0.141
PRIC285	0.33575
SLITRK6	3.33825
LIX1	-1.6071
UBE1L2	0.0498333333333333
F8	-0.93875
ACHE	-0.0356666666666667
KPNA5	-1.28125
TNFRSF12A	-1.206
EGR3	0.057
SERPIND1	-2.687
OASL	2.8795
IFRD1	-1.11525
WDFY1	0.335666666666667
ZNF267	-0.856625
ACCN5	0.628
ZBTB6	0.25025
PPP1R3A	0.7215
PRRT3	-0.61175
FBXL19	-0.269
TXNIP	-0.629642857142857
ACTN2	-1.4865
ATG9B	-0.2025
C9orf117	0.2485
IL27	0.3115
RPL36AL	0.305666666666667
KLK15	1.65475
CHAD	-0.1895
RAP2B	-0.2014
HEBP2	0.97025
ZNF342	0.421
CAMK2G	0.418833333333333
TLR3	1.23375
FGF14	-0.84775
HMGB2	-0.76
TRPM5	0.308833333333333
OR5M11	0.262
KIF3B	0.967631578947368
PRICKLE2	-1.044
MTMR9	-0.6145
C3orf27	-0.17075
GLRA3	-1.98016666666667
NSDHL	1.16166666666667
TMEM32	0.337
POLR2D	-0.0800833333333333
MYADML	-0.12
C9orf114	-0.109
MRGPRX1	0.882
TOPORS	0.25375
CLDN19	-1.2595
C1QL4	0.076
RNF165	-2.576
DHRS9	2.806
DNAH2	0.0685
FXR1	-1.52683333333333
ZMYM3	-0.412625
CASP3	0.523166666666667
FAM120C	0.725375
SCLY	-0.41775
CA7	0.852
ENTPD5	2.71216666666667
ZNF461	-0.595375
PDIA5	0.73225
C1orf19	-0.946
TMEM67	-0.68475
KCTD20	-0.567
WDR47	-0.5265
FLJ38723	0.9565
KLRF1	-0.515166666666667
TAS2R16	0.187
CLDN12	0.616
PRKCE	-0.8125
UBXD4	-1.03475
ITGAM	1.6215
GLT8D3	0.1455
WDR31	0.1318
RGS2	-0.264
OR51L1	0.6795
MST1R	2.6195
KIAA1737	0.15125
OR4A5	-0.148
GLIS1	-2.24733333333333
PTMA	0.473071428571429
NAPA	0.75725
PRDM11	-0.62475
LIPF	0.223
DIRAS3	-0.77375
ASGR2	-4.081875
C1QTNF4	-0.21275
PIK3R4	-0.413666666666667
ARMC3	-0.1285
NDUFV3	0.0745833333333333
BTBD3	-0.4675
PPP1R2	-0.000916666666666648
UBE2NL	0.55925
FOSL2	0.731857142857143
FAM119A	-0.993166666666667
TUBA4A	1.0598
KRTAP12-1	-0.02375
SFRS2	-0.13025
RHPN1	-0.5552
EEF2	0.0576666666666667
ZDHHC11	-2.43816666666667
EPHA3	-1.2125
RBM12	-0.10175
H2AFJ	1.21425
EDIL3	1.424
KIF26A	1.4025
SERGEF	-0.15325
B3GALT4	1.36125
LOC90925	0.676166666666667
OSCAR	-0.623125
NPFF	0.318625
DEDD	-0.128125
TMEM155	-1.091375
PTPN1	0.022
SCYL2	0.52
SKAP1	1.7685
LEAP2	-1.44883333333333
GADD45G	2.6267
IFITM3	1.897875
PILRB	-0.898833333333333
SLU7	-0.278
DSC3	2.2855
DNMT3L	-1.05
PAPD5	0.634
B3GNT3	3.742
LHCGR	-0.025
MSL-1	0.285
UBE2S	-0.219375
SAP130	-0.50975
ANAPC11	0.0825
MAGED4B	-3.0925
ATP6V1B2	0.494666666666667
C14orf179	0.438375
CAPZA1	-0.230375
CDYL2	-1.75283333333333
GLRX3	-0.125833333333333
LOC136288	-0.435666666666667
MOBKL1A	-0.63225
HTR2B	1.71175
CRYGD	-0.081
NUS1	-0.396333333333333
PGRMC1	0.4325
MYOM2	-1.3645
FLJ39653	-1.99366666666667
CHM	0.4134
OR5M8	-0.1545
ZNF619	-0.3085
FAM105A	2.60825
CCNL1	-0.613375
NAP1L3	-2.45925
C10orf57	0.848166666666667
B3GALNT1	-2.34433333333333
CSN1S2A	0.1975
TCP10L	0.408
GDAP2	0.265125
DMKN	-0.372
COX6B1	0.9965
DNASE2	-0.0223333333333333
MSH5	-0.92375
LGMN	-0.046125
USP31	-0.3168
OR13C8	0.7385
SDCBP	-0.0111
NUDT11	-3.53033333333333
PYGL	0.402833333333333
SNPH	-0.913833333333333
B3GNT4	1.46
MIZF	-0.3165
NUBPL	1.040625
NOD1	0.502166666666667
CDH22	-0.090375
NUBP1	-0.134333333333333
DSCAM	-3.58425
DGKI	-1.094
FAM136A	0.203
AKAP1	1.6285
SLC16A6	-3.15325
RIN3	1.01675
PSG2	-0.442
DIP2B	0.7595
PSORS1C1	-1.5544
KIAA0495	-2.5745
FLJ90709	-0.395333333333333
LPA	-0.470166666666667
PIGA	0.170166666666667
LY75	4.079
UTS2	-1.01916666666667
RREB1	0.0305
GALNACT-2	-1.2406
MGC3196	-0.384
FLJ31568	2.5675
LPHN1	-0.232375
SP1	1.532625
TOX4	-0.320666666666667
HSPA9	0.5725
APOBEC1	6.233
SLC35E4	0.18525
LSM5	-0.73875
SURF1	-0.1695
ZBTB1	0.672
GTF2F1	-0.36125
RPS15A	-0.223071428571429
DUSP21	-0.618666666666667
GINS4	0.0696666666666667
MYO15A	-1.25633333333333
GIMAP7	1.80125
MGC13379	0.5815
ATP6V1E2	-1.19316666666667
UTP3	-0.1
HNRPA3	-0.4376875
MT4	-0.056
C14orf155	0.59425
U1SNRNPBP	0.783
CKLF	-0.806666666666667
PLEKHN1	0.930833333333333
MBNL1	0.323083333333333
NUP160	-1.156
ACSM2A	-1.90175
LOC129881	-1.4925
KIAA1529	-1.54275
FLJ22639	-0.51925
HAND1	0.013
GSX1	0.429
FGA	-4.119125
SERPINB1	1.804
ZNF642	0.419
IGFBP1	-7.359625
SLC1A1	0.467
DHX57	-0.33
ZNF766	0.6395
PTPN21	-0.5317
GDPD3	0.350166666666667
PNPLA5	-0.0405
TBR1	-0.210166666666667
FAM116A	0.1145
IQGAP1	0.550875
FOS	1.735875
ZNF226	-0.30775
FIGNL1	-0.245333333333333
C14orf1	0.5445
ZMYND17	-0.636
PUS7	-0.287166666666667
TUBB6	-1.2935
KCNQ2	-1.18175
MARCH6	-0.318083333333333
CCDC33	0.633
PRODH	-0.727
RBM11	0.32575
EPHA6	0.53125
SLC43A1	1.04725
LOC196541	0.04525
NTN1	0.2655
ING4	-0.498
PCDHB10	-1.13275
DPH2	-0.0423333333333333
SPACA4	1.291
FBXL21	-2.9845
DIAPH1	0.1285
ZNF71	0.652833333333333
CEP76	-0.2135
CORO1A	-0.725
RRM2	-0.39625
EDG4	0.18875
OS9	0.7685
SLC4A1AP	-0.41575
COG5	-0.25325
COPS8	-1.19825
NGLY1	-0.51225
NCBP2	0.607
C17orf42	-0.392333333333333
GPSM3	1.06575
SIL1	0.423666666666667
ASB6	-0.4595
SMAD5OS	-0.850666666666667
UNC93A	-1.265125
A1BG	-2.24483333333333
C21orf62	0.255
FMO5	1.11633333333333
ATRIP	-0.2585
CEBPG	1.246
C7orf38	-1.12933333333333
TNFRSF1B	1.8615
CLEC1A	0.731
IQSEC1	-0.195375
PATZ1	0.3967
RBM22	0.347375
BAG2	-0.214833333333333
PAQR5	1.22066666666667
C9orf127	-0.0532
THNSL1	0.10825
SHROOM3	2.2355
JAM2	-1.49225
SNRPN	-3.12325
ALX4	0.3075
CACNA1S	0.071
FAM130A1	0.08675
CORIN	0.6325
CD300LB	0.2075
PLEKHG6	2.1195
LRRC40	-0.82725
PCLKC	1.69975
PCDHB16	-1.04216666666667
WNT2B	0.528666666666667
ASNS	-1.52111111111111
MRPL49	-0.195625
FLJ46111	0.913
ISG20	-0.104
SMU1	-0.490833333333333
CASZ1	0.5865
POLR1D	0.0626666666666667
GIN1	-0.947
SNAG1	-0.500333333333333
ANKRD29	-1.225
CDKN2AIP	0.43675
KRR1	0.07925
CXCL1	4.77666666666667
EPM2A	-1.0054
PC	0.203
DEFB127	0.065
PDZRN4	2.039
FAH	-0.435375
OR51E1	1.3055
CDC2L6	-0.1735
DNTTIP1	0.88125
PAX8	0.82025
TMEM116	-1.6825
C1orf150	0.5415
PRO2012	0.52925
MRPL40	-0.880166666666667
BEX1	-3.5518
SLC2A4	1.5045
PKMYT1	-0.56775
FEZF2	-0.1476
SLC26A9	-1.11675
MAP2	-0.533916666666667
LYL1	-1.55025
SLC25A19	0.0306666666666667
NOS3	0.5255
ZNF34	-0.769333333333333
TMPRSS11F	-0.06525
FAM43A	0.23075
FCRL4	0.193166666666667
KLF14	0.197
FLRT2	-1.91
WRN	-0.333
SDF2	-0.4178
KRT8P12	0.47525
C6orf195	-0.0955
C9orf125	0.592166666666667
DZIP3	-0.850875
RIT1	-0.610166666666667
SCML1	1.21733333333333
RHBDF2	0.307375
OR2G3	0.467
REXO1L1	-0.185
MAP3K7IP3	0.512875
C3orf57	-7.0385
FBXW11	-0.331666666666667
ETAA1	-1.392
C14orf131	-0.4481
AKT1S1	0.92
SLC12A5	-0.6755
C9orf164	0.41225
NRIP3	-1.25725
NOS1AP	-0.93225
TMEM121	-2.48375
SAP30BP	-0.2739
DGCR6	-0.82075
WDR76	-1.27125
FAM82B	-0.144083333333333
LOC606495	-0.2645
MAP9	0.896583333333333
BCDIN3D	0.47725
CXorf36	2.21
DSCR3	-0.283
ZFAND3	-0.492
C7orf43	0.726333333333333
SPSB3	0.0147
C19orf19	0.68425
FAM133A	-2.2815
C12orf25	-0.27725
SLC39A3	-0.785375
DISP2	-0.067
PI4KAP2	-1.5965
MKRN3	-1.99116666666667
ADAMTS13	-0.93025
CBLN3	0.0438
TTYH1	-2.04966666666667
C3orf18	-1.60875
FLJ13236	1.881
ZMYND12	0.07825
C18orf25	-0.5985
GLB1L3	-1.5225
ATP13A5	0.0685
RANBP10	-0.25075
CD96	-1.4472
DENND1C	0.5905
RBMS3	-0.985
SLC41A3	0.144833333333333
DGCR6L	-0.8135
TMEM128	-0.5875
CSNK1G3	-0.130857142857143
MOBKL2C	1.217375
TSPAN6	1.8805
MATN2	-0.2562
MSL2L1	0.3725
ST6GALNAC2	-3.01816666666667
FGFBP2	-0.67925
FGL1	-6.749
MPP3	-1.30266666666667
ARHGEF6	-0.949666666666667
TGFBR2	0.566375
ACMSD	-0.945
IL33	6.6185
C9orf5	0.0818333333333333
DEAF1	-0.2211
AMN	2.5575
DEFA6	8.0635
RNF212	-1.64725
METT5D1	0.438666666666667
CIB1	1.0806
TSSK1B	-0.129
KIAA1727	2.38475
ZNF680	-1.52525
LOC399900	-1.386
LOC152217	0.444
CTNNAL1	-1.8725
CIT	-0.0873333333333333
TLE6	-1.0845
ZNF607	0.384
HERC4	-0.954666666666667
DRAP1	-0.7975
PEMT	-0.1085
C10orf111	-0.918
ZNF575	2.12275
KCTD7	-0.46225
MYO1F	0.628
LOC285382	0.015
RAB11A	0.6249
PLCD3	0.332
C15orf28	-0.08075
PTBP2	-0.312
CTB-1048E9.5	-0.0155
C19orf60	0.530166666666667
C7orf25	-0.691833333333333
SETD7	0.422625
HOXB9	2.6595
VANGL1	-0.1700625
CHAF1B	-1.389
NDUFA3	0.69175
KIAA1328	-1.1885
SHARPIN	0.69725
TTC23	-0.769875
UGP2	0.256583333333333
ANKIB1	-0.0718
CIRBP	-0.661571428571428
SEC14L4	-2.84933333333333
OVCH1	0.097
VPS52	-0.43725
FAT	1.951875
M6PRBP1	0.56775
GPRIN3	-0.0255
PPM1F	-0.435666666666667
TSR1	0.274
CCDC85A	-0.065
PCSK5	1.14775
ZFHX3	-1.391
HEMK1	-0.1659
PGBD2	-0.3495
RSRC2	0.011
AURKC	-2.391
SCRIB	0.40925
ORM2	-4.43016666666667
FAM115A	-0.0883
FZD6	-0.489625
UNC119	-0.304666666666667
GPX3	-1.4231
NOV	-1.78225
CABC1	0.83525
CDC42SE2	0.304875
EIF2S2	0.2322
RNF130	0.264
CKAP5	-0.8525
RP11-413M3.2	0.6845
C10orf18	-0.0530000000000001
TMEM93	-0.09375
DYX1C1	-1.4035
KCNMB2	-2.085
ANK3	0.548
KRT5	-2.8767
CDH12	-2.287
QRSL1	0.36475
JUB	-1.72725
SHC4	-2.7165
CCL15	1.87816666666667
CCDC22	0.961
SNX24	-2.034
RARS	-0.27925
MORC2	-0.1275
FAM48A	-0.437
MT1H	-1.6135
PPP1R14C	2.15516666666667
FOXD1	-2.13585714285714
C1orf213	-1.734
AMT	-0.1513
DSN1	-0.74925
PTPLAD2	-0.334
DIS3L	0.06125
RASL11A	4.30025
GPRC5B	-1.003375
FRMD7	-0.00600000000000001
STRN4	0.452
KITLG	1.37263636363636
HDGF	0.6415
OR1S1	-0.1275
SETX	0.1002
DDR2	-0.801375
KCTD12	0.552
LYZL2	-0.599
WDR52	-0.283
TMEM2	1.633125
ZNF579	1.45483333333333
LOC200810	0.638
TNFSF9	0.378
PPFIA4	-2.72225
CNIH3	-0.331333333333333
MAP4K4	-1.61035714285714
ROD1	1.02785714285714
ALS2CR12	-0.577166666666667
DOCK3	0.000666666666666593
PAQR9	-4.25
ASB17	-0.0375
STX16	-0.54725
FEZ2	-0.342666666666667
DLAT	0.31
KIF21B	0.105666666666667
CDC5L	-0.30825
TMEM119	0.554
CRIP3	-1.04975
TPSD1	0.275833333333333
TEPP	0.4605
GNGT2	0.2795
C21orf121	0.1445
WNK1	-0.199583333333333
FLJ10490	1.1102
OR51B5	-2.2525
LOC203547	0.20175
HAS1	-0.649
PPA1	0.1135
ST7	-0.046
C11orf46	-0.2704
POPDC3	-4.31966666666667
ACOX2	2.47116666666667
ATCAY	0.0205833333333334
TM4SF19	-1.91025
MFSD9	0.875666666666667
PDHB	-0.20875
ERN1	-0.3825
LCE3C	0.1875
GPR111	0.3215
NOTCH3	0.875166666666667
ADAMTS5	1.51825
B3GALT1	-1.226
UGCGL1	0.499333333333333
FAM58A	1.04666666666667
FBXO32	0.20875
CLPP	0.17875
NXPH1	-1.60975
MTMR3	0.246
ATP1B3	0.121
TMEM16A	2.699125
HIST1H3F	-0.463666666666667
TRIM25	0.9015
SDCBP2	4.9225
CRKL	-0.740875
HOXB2	-1.9975
ANP32B	0.295375
GATM	2.606
AP4E1	-0.605
EDG5	-0.17675
CDKN3	-0.673333333333333
CDH4	-2.68775
PGD	-0.0551666666666667
RND1	1.546
GAD1	-0.7707
MPG	-0.237125
LOC440350	-0.0675
ZNF133	-0.00625
SERPINB12	0.324
AMELY	0.452
DHX36	-1.37625
TNFAIP8L2	2.09116666666667
PHTF2	-0.597944444444444
CCDC112	-0.5985
IQCC	-1.22225
HEYL	3.40766666666667
FTSJ2	-0.5175
APPL1	-0.191375
RAB43	0.084
OR10G2	0.275
WAC	-0.251333333333333
ADCY9	-1.227125
RUNDC2B	-0.393166666666667
PYCRL	0.4448
AGPAT7	0.600333333333333
SLC22A9	-0.9385
CDKAL1	-0.714
PDYN	-0.655
C20orf74	2.3185
MTMR11	3.069
VAV3	2.28991666666667
DAPL1	3.035
STXBP3	0.0735
EIF3G	-0.31175
ARHGAP22	-2.57775
NPFFR1	0.102
NPC1	-0.171666666666667
ALDH9A1	0.213166666666667
ZNF600	1.2035
ZNF678	-1.42666666666667
RASSF1	-0.541166666666667
ADD2	-2.94125
PITPNB	0.631375
PKD2L2	0.15275
LRP11	0.30875
CDKL1	0.4695
SMEK2	-0.013
PRODH2	-3.06416666666667
C11orf54	0.305333333333333
SFRS11	-0.585166666666667
IL7	2.65716666666667
ALS2CR16	0.9225
BTG3	0.032
PAK2	-0.414111111111111
RP11-679B17.1	-1.668
GATA4	0.2315
ATP2B1	0.447
LOC130940	-2.106
C1orf172	2.39916666666667
ATF7IP2	-0.93075
SLC25A43	0.9445
CENTG3	0.155
IGF2BP1	0.0795
FCHSD1	0.0475
CAMK2N2	1.98866666666667
ELAVL3	-0.3751
NBPF15	-0.175833333333333
UBE2J2	-0.0613333333333333
GNL2	-0.50975
PRR3	-0.5642
NLF2	2.2365
OR4F6	0.000499999999999999
KLHL24	0.224333333333333
CCDC88A	-2.4205
SGPP1	-0.496333333333333
C10orf11	-1.8705
SLC35B4	-1.273
UGT3A2	-1.802
ARNT2	-1.6256
CBR1	0.364125
ITPR3	0.977333333333333
TRAPPC6B	-0.755
AMZ1	-0.7715
ARP11	2.19575
WDSUB1	-0.73775
APBA1	0.358166666666667
RAB2A	1.0043
C6orf162	-0.27475
HPSE2	0.28775
PLCE1	0.58775
INSL3	-0.3015
DLG1	-0.1587
PTPLA	-3.33125
PIGX	-0.219625
TFIP11	0.1725
FIBIN	1.099
POLR2G	-0.42525
GRAP2	-2.1884
DNAJB8	-0.066
CNBP	0.372166666666667
WASF1	-1.759
INPP5E	-0.9991
HSPB1	0.0606875
TMEM167	-0.507
CUBN	-0.99675
IGF1	0.5783125
ITPK1	1.0492
NAALAD2	-1.121625
G3BP1	0.2794
NT5DC1	0.505
CYP39A1	2.1795
TMEM139	1.98408333333333
POLK	-0.642
GLULD1	-0.3945
RBM15	0.105833333333333
AMZ2	-1.09625
GDF15	1.80216666666667
MESDC2	0.00325
INCA	1.21583333333333
ACY1L2	1.2785
GZMM	-1.02616666666667
PAIP1	-0.593
CACNA2D1	-0.73825
STK32C	1.19283333333333
SH3BP4	0.288
DEC1	-0.064
PADI1	0.592
UBB	0.2523
PON3	0.0326666666666667
PROP1	0.811
ANKRD13B	0.2835
ADCK1	0.9165
TCF25	0.1565
SLC38A5	1.21475
CXorf26	1.32733333333333
C19orf39	0.56275
PPP1R13B	1.04125
ARL2	-0.5375
TCL6	0.1125
TOP3A	-0.5375
SLC16A14	-2.19
FXYD6	1.11916666666667
HIST1H4E	0.32125
BBC3	1.454
UNC5A	-0.0623333333333333
FAM86C	-0.3555
PI4KB	-0.347375
B3GAT1	-4.6195
SUSD2	-0.363
OAZ2	-0.660666666666667
NOC4L	0.80375
C10orf12	-0.05875
FADS1	-2.29416666666667
LOC144097	-0.50075
DKK2	1.74366666666667
KIAA1949	-0.889
RHOT1	-0.5699
OXT	0.457
GPR153	1.99575
ARL4A	-0.778333333333333
SAAL1	-1.1695
CCDC64	-0.217
USE1	-0.214166666666667
HNMT	0.501666666666667
PCGF3	0.0131875
CYP2C19	1.19925
C20orf4	0.2655
CCDC11	-2.08925
ACSBG2	0.24925
RWDD2A	-0.07975
PALLD	1.55
CPLX4	-0.5095
LOC492311	0.04425
