Hybridization REF	TCGA-A2-A0CP-01A-11R-A034-07
ZNF434	0.283833333333333
SMARCD1	-0.552333333333333
ZFP106	-0.19875
ZNF347	-0.0364
GTF2E1	0.33425
RY1	-0.434333333333333
ATAD2B	0.637125
ARHGAP17	0.5067
KCNIP3	-1.22525
SFPQ	0.09925
GFRA4	-0.234166666666667
AKR1B10	-3.57875
TIGD6	1.10066666666667
RGS16	2.645625
URB1	-0.0755
OR4C46	-0.197833333333333
TOP3B	-1.83625
NFATC4	1.734
CA14	-3.58925
BMPR1A	0.704333333333333
SNRP70	-1.479625
PRL	0.181166666666667
C6orf130	-0.37125
STAG2	0.48325
CD55	-0.5055
RPS23	1.3225
SSX2	-2.2262
FDPSL2A	-1.3785
FBXO27	0.564
SYNGR3	-1.85183333333333
TMSL3	2.0685
EML1	-1.249
NUP93	-1.72391666666667
SMAD3	-0.8441
KIAA1189	2.5165
HNRPUL2	0.263
TBC1D12	0.638666666666667
C16orf24	1.50275
MRVI1	2.92316666666667
ZNF581	-0.651166666666667
ELOVL3	-0.691
OR51Q1	-0.0505
CACNB3	0.819
GALNT13	-0.5645
C10orf84	2.10075
NEDD4	0.1609
SPO11	0.9825
OR5AU1	0.431
NEK4	0.253357142857143
PRKAR2A	-0.178333333333333
IHPK1	-0.373333333333333
ATP6V0B	-0.238625
CACNA1E	0.361
CEACAM8	-0.843333333333333
PEX14	0.458
FLJ12993	0.5445
ZBTB38	0.367666666666667
PCTK2	0.478333333333333
LRRC16	0.6614
FBLIM1	0.359083333333333
FYCO1	1.9635
RP5-1022P6.2	-0.27825
CMTM1	0.8395
PLTP	0.336166666666667
RAPH1	0.66575
DOCK8	0.9425
EZH2	-2.16666666666667
SLC25A1	-1.40183333333333
PLEKHB1	0.1833
GRB7	0.1979
ZFP37	0.41325
MRPL33	-0.62025
PELO	-0.9185
ARMC1	0.624272727272727
C9orf27	0.295625
FLJ25778	-0.0195
C9orf37	-1.40416666666667
TMEM66	-0.2005
SPRN	0.129875
HBEGF	0.21775
PI4KA	-1.675
LEPRE1	0.53975
POU2AF1	-1.96325
MRPL12	-0.752166666666667
REP15	0.2425
ZC3H3	0.15725
RASAL1	-1.826
DDAH1	1.3015
ACBD5	0.361375
TMC2	-0.027
CCDC137	-0.3145
SAMD13	-0.490833333333333
UGT2B15	-2.975
TIPARP	0.281
DNASE1L3	1.34325
TRIM72	0.444166666666667
DBX2	1.391
IPO8	0.3095
C21orf88	0.2384
MAP3K14	0.03975
LOC51233	0.150666666666667
GGTLA4	-0.34075
PDE6D	-0.379
ZNF117	0.58125
CLK2	-1.09925
NKRF	-0.49725
TNFSF15	1.5822
DUSP2	-0.92775
SECISBP2	-0.1087
GABRR2	0.222
PPAP2C	1.2875
LOC51145	-0.1795
PAG1	-0.4595
PIK3C3	0.028
GNG10	0.541
APOL4	0.1935
ANKRD28	-0.916625
STMN3	-0.7676
RAB14	0.983
CDK2AP2	-0.8405
HDDC3	-0.5365
COMMD7	-0.30975
CXXC1	-1.06275
HMCN1	0.475333333333333
CD40	0.465
DYNC1LI2	0.34725
GDI1	-0.19625
LOC646938	-0.1355
VSNL1	-0.1345
PIH1D1	-0.327333333333333
RAET1G	0.5025
KRTAP5-9	-0.5105
EFTUD2	-0.2365
ZNF311	-0.0045
ATP6V1G3	0.46075
OR2W3	0.21
SCN4A	0.3985
MED10	-0.9195
FAM135A	-0.5948
ARHGAP4	-1.64525
EHMT2	-0.783125
UFD1L	-0.96675
ERMP1	1.138
MAG1	-1.75583333333333
THAP8	0.0411666666666667
HACE1	-0.8005
FAM82C	-0.00866666666666666
C3orf20	-0.195
UNC84A	-0.630333333333333
SCD5	-0.0782142857142857
LASS6	1.43125
LSG1	0.481666666666667
MAL	-4.84525
GPR22	-0.326
WDR5B	1.65625
ACTRT1	0.3755
C17orf60	-0.143833333333333
GRIN2C	-0.1075
ARMC8	0.0881666666666667
SLC47A1	-2.3505
DMPK	0.094
DHRS13	-1.13166666666667
SMC1A	-0.605333333333333
KRTAP17-1	1.2415
SMYD5	-0.98675
TUSC2	0.81725
CRHR2	0.5825
KIR3DL2	0.131
CCDC104	0.9015
ATP2C1	0.239
CROT	1.02725
PABPC3	0.517666666666667
EGR1	1.51233333333333
THSD1	0.75
KHK	-1.9705
SLC12A2	1.4705
CD58	-1.144
STOX2	0.0671666666666667
CCDC76	-0.3938
CCDC48	3.5385
DNAH1	0.0995
ZIC4	-0.51375
OR1G1	0.4165
PSMC6	-0.4835
PROKR1	0.379
ABCB1	0.585875
TRAT1	-1.2745
LLGL1	-0.792
MTF1	2.15675
USP54	0.384875
PAGE2B	-2.054
ITGB7	-3.799
CCDC81	-0.1545
LOC149837	-0.376
SCUBE1	0.0815
ZSCAN10	-0.111
HUWE1	0.244357142857143
CDH17	0.3165
CD180	-0.48725
IL17A	0.0115
TMPO	-2.207375
KIAA1524	-3.0904
HDGFRP3	-0.215166666666667
OXCT1	-0.87
RRAS2	-0.411333333333333
LTBP2	2.7033125
SV2B	1.83583333333333
CYP2A6	0.2495
PKD1L2	-0.627333333333333
PPM1M	0.167
FLJ22662	1.82983333333333
ZNF502	2.1225
GP6	-0.45075
CRYBA2	-1.03275
LEF1	-1.4513
CTPS	-2.21042857142857
EYA1	-2.9435
EPS8L1	1.30475
MAPK14	-0.757916666666667
SERPINB2	-5.06325
GTF2F2	0.059
ZNHIT4	-0.164
PLA1A	0.245125
C20orf114	1.605
HPR	-3.735
C18orf2	-3.19466666666667
SATB2	-1.45275
KCNJ9	-0.0852857142857143
MGC157906	0.7595
MOCS3	-0.08375
C17orf71	-0.6135
PPHLN1	0.3338
HIST1H2BN	-1.894
RAPGEF1	-0.9315
MAP3K8	1.066
DLG4	0.188833333333333
STC1	-0.265916666666667
CDGAP	1.47725
DDX26B	-0.71275
LOC150223	-2.259
CPSF3	-0.7145
TMEM14A	0.03825
MYH3	-1.2195
GPKOW	-0.083
SULT1A1	0.397
SPON1	4.6717
YY1AP1	-0.378
RAB23	0.73825
PLA2G4A	-3.28425
MAPRE3	-0.54725
ZNF516	0.971285714285714
GGPS1	0.77125
EXOC3L2	-0.0835
C19orf42	0.6604
MAP2K2	-0.810666666666667
HIST1H2BB	-0.9885
RNF19B	0.472833333333333
C6orf128	1.37716666666667
TLR8	1.6755
PCDHA9	0.4595
CARS2	-0.40625
CLUL1	2.57
RHAG	-3.88366666666667
UNK	-0.0655
EXOC8	0.1558
C9orf95	0.916
C14orf143	0.523333333333333
MAML3	0.14925
LDHA	-1.6595
MRPL20	0.3785
KLHDC6	0.335833333333333
ATP5S	0.812
C8orf55	0.065
PHF19	-2.836
KRTAP13-4	0.2615
TTC5	-0.367
XKR5	-0.32
SILV	-4.346
TEX28	-0.8045
TCTN1	0.72025
CX40.1	-0.10475
PPP2R5C	-0.0238749999999999
C12orf30	-1.63566666666667
CAPG	2.026
MPZL1	0.1449
ARSB	-1.13883333333333
TDH	-2.642
WASF4	2.04825
TSSK3	-1.05183333333333
7A5	1.7345
CRISPLD1	1.955
MAD1L1	-0.870666666666667
SPIN4	-0.923833333333333
AMPD1	1.5035
DPYSL5	0.258
INPP1	0.235166666666667
ANKRD11	-0.181222222222222
NPAS4	-0.00637500000000002
GCET2	-0.0577
RNASE9	0.0245
GUCY2D	0.266333333333333
CCDC98	0.5085
FGF4	-0.5135
CPM	-0.252833333333333
SLC26A4	-0.501333333333333
PLD5	0.5315
FAM59A	1.4221
FBXO5	-2.51033333333333
SIPA1L1	0.600625
DPYS	0.90275
ATG4D	-0.55825
TGM3	-0.419
MTCH1	-0.9665
HK1	0.177714285714286
CDC26	-0.05325
GALNT12	-2.56266666666667
LOC339229	-0.159
MRPL35	0.1145
ORC4L	0.151
TNKS	-0.400357142857143
C2orf24	0.00316666666666666
ZNF553	1.17183333333333
GGTLA1	3.5062
ZNF497	0.44575
CDY1B	0.772666666666667
SLC30A4	0.995875
TUB	-0.438625
ARHGEF18	-0.01875
ARRB1	-0.585
KCNK1	1.764625
EREG	-2.0637
SCAMP5	0.000750000000000015
RUNDC3B	3.12875
ADAMTS20	0.06125
IL17RB	-1.268
FLJ20323	-1.337
MCAM	0.20325
POLR3E	-0.94375
AQR	0.805166666666667
IPMK	0.416
CDCA7	-4.92
CAMP	0.43675
GRHL3	0.185
ADAMTSL2	1.26133333333333
CLMN	1.04383333333333
SSTR3	0.597
MAGEA5	-2.71383333333333
OVOL2	3.651
JMJD1B	0.7275
RBL2	0.116
PYGO2	0.49875
PPP1R10	0.540333333333333
CSE1L	-1.59733333333333
LCA5	2.013
RDH16	0.329
ASRGL1	-1.81625
TOM1	-1.05983333333333
PTX3	-4.10075
TTC15	0.33525
SCGB3A1	1.9465
MRPL50	-0.551
RCAN3	1.240125
SLC26A11	0.608
STYX	-0.770833333333333
CINP	-0.50775
MARCH7	0.00500000000000001
PFKM	-0.667166666666667
SGMS1	0.294166666666667
RIOK3	-0.0568
C1orf110	0.5645
CES7	0.143
LOC440248	-1.291
PPP1R12C	-0.70675
C10orf27	0.63
ATG9A	-0.97825
MRPS26	0.567625
TMEM40	2.56675
ELP3	-0.2583
ZNF787	-0.5041
HIAT1	-0.275875
C8orf34	3.89983333333333
MGC4655	-0.0726
PELI1	0.742333333333333
PPT1	0.5522
SLC35C2	-1.21833333333333
C6orf125	-0.267
MUC4	-1.73933333333333
RFC4	-2.75357142857143
GNB2	-0.695833333333333
NUP50	-0.7025
SULT4A1	-1.62333333333333
C7	4.11325
CCDC130	-0.171666666666667
ARRDC4	0.30075
RQCD1	-1.1235
GLYCTK	-1.4655
AYTL2	-1.99318181818182
MTUS1	1.2428
LEMD3	0.0295
PLEKHF2	1.51675
HOXA7	1.457125
GTF3C2	-2.2065
DYNLRB2	3.4525
CNOT10	-0.2355
MR1	0.303166666666667
FFAR1	0.285333333333333
PRIC285	-0.3455
SLITRK6	5.444
LIX1	-2.1927
UBE1L2	-0.0481666666666667
F8	1.69075
ACHE	-0.027
KPNA5	-0.15425
TNFRSF12A	-0.269166666666667
EGR3	1.7325
SERPIND1	-3.32433333333333
OASL	0.74075
IFRD1	-1.81625
WDFY1	0.104166666666667
ZNF267	0.268125
ACCN5	0.19
ZBTB6	0.3455
PPP1R3A	-0.0805
PRRT3	1.898
FBXL19	-0.9165
TXNIP	1.26664285714286
ACTN2	-1.73175
ATG9B	-0.409
C9orf117	1.298
IL27	1.4645
RPL36AL	0.281333333333333
KLK15	0.016
CHAD	1.378
RAP2B	0.0282
HEBP2	1.81575
ZNF342	-0.372
CAMK2G	-0.315666666666667
TLR3	1.454
FGF14	1.2355
HMGB2	-1.91525
TRPM5	-0.224166666666667
OR5M11	0.00850000000000001
KIF3B	0.607631578947368
PRICKLE2	1.966
MTMR9	0.066625
C3orf27	0.18725
GLRA3	0.174333333333333
NSDHL	-0.859666666666667
TMEM32	-0.78925
POLR2D	-1.62225
MYADML	0.273
C9orf114	-0.85775
MRGPRX1	0.677
TOPORS	0.87175
CLDN19	0.87875
C1QL4	0.042
RNF165	-0.1495
DHRS9	-0.423
DNAH2	0.4835
FXR1	-0.444
ZMYM3	-1.29175
CASP3	0.235166666666667
FAM120C	-0.951125
SCLY	-1.39275
CA7	0.1685
ENTPD5	-0.0178333333333333
ZNF461	0.103625
PDIA5	-0.56625
C1orf19	-0.534333333333333
TMEM67	0.80775
KCTD20	-0.899
WDR47	1.0445
FLJ38723	2.361
KLRF1	0.306666666666667
TAS2R16	0.492
CLDN12	-0.22175
PRKCE	0.188
UBXD4	-1.37575
ITGAM	2.193
GLT8D3	-0.50275
WDR31	0.7058
RGS2	2.86175
OR51L1	0.4595
MST1R	0.9165
KIAA1737	1.634
OR4A5	0.794
GLIS1	-0.283833333333333
PTMA	0.744
NAPA	0.36125
PRDM11	0.02525
LIPF	0.055
DIRAS3	2.301
ASGR2	-4.305625
C1QTNF4	2.12675
PIK3R4	0.161666666666667
ARMC3	3.9285
NDUFV3	-0.418166666666667
BTBD3	-1.05366666666667
PPP1R2	0.434833333333333
UBE2NL	-0.43475
FOSL2	1.08914285714286
FAM119A	-1.591
TUBA4A	-0.6403
KRTAP12-1	0.031
SFRS2	-1.01825
RHPN1	0.2448
EEF2	-0.0266666666666667
ZDHHC11	-0.160666666666667
EPHA3	-0.4715
RBM12	-0.02425
H2AFJ	0.823
EDIL3	4.1265
KIF26A	-1.59
SERGEF	0.352
B3GALT4	2.1025
LOC90925	0.560333333333333
OSCAR	-0.23025
NPFF	-0.101
DEDD	0.255375
TMEM155	-0.73
PTPN1	0.666
SCYL2	0.074
SKAP1	2.59275
LEAP2	-2.21516666666667
GADD45G	1.758
IFITM3	1.66625
PILRB	-1.36416666666667
SLU7	0.2050625
DSC3	2.8565
DNMT3L	-1.8985
PAPD5	0.111875
B3GNT3	-1.4575
LHCGR	0.648
MSL-1	-0.04375
UBE2S	-2.5255
SAP130	-0.62875
ANAPC11	0.32375
MAGED4B	-0.9885
ATP6V1B2	-0.126166666666667
C14orf179	1.294375
CAPZA1	-0.338625
CDYL2	-0.3735
GLRX3	-1.16833333333333
LOC136288	-0.06425
MOBKL1A	0.17325
HTR2B	3.82875
CRYGD	-0.183
NUS1	-1.449
PGRMC1	-0.059
MYOM2	0.38525
FLJ39653	-0.975333333333333
CHM	-0.1342
OR5M8	0.8325
ZNF619	-0.152
FAM105A	1.3545
CCNL1	-1.035375
NAP1L3	1.5245
C10orf57	1.88933333333333
B3GALNT1	0.8865
CSN1S2A	0.1465
TCP10L	0.554
GDAP2	0.18775
DMKN	0.3
COX6B1	0.0685
DNASE2	0.131333333333333
MSH5	-2.161
LGMN	-0.64125
USP31	0.5154
OR13C8	0.6975
SDCBP	0.0492999999999999
NUDT11	-1.44383333333333
PYGL	0.058
SNPH	-0.893
B3GNT4	-0.48
MIZF	-0.7671
NUBPL	0.240875
NOD1	-0.123666666666667
CDH22	0.757
NUBP1	0.631
DSCAM	-3.68075
DGKI	1.8665
FAM136A	-1.2625
AKAP1	0.344333333333333
SLC16A6	-0.642
RIN3	0.04375
PSG2	0.197
DIP2B	0.811666666666667
PSORS1C1	1.5422
KIAA0495	-0.1615
FLJ90709	-0.310833333333333
LPA	-0.4705
PIGA	-0.411666666666667
LY75	2.42566666666667
UTS2	-5.89483333333333
RREB1	-0.747375
GALNACT-2	0.5306
MGC3196	-0.21925
FLJ31568	-0.291
LPHN1	-0.50075
SP1	0.8785
TOX4	0.414166666666667
HSPA9	0.098
APOBEC1	0.9805
SLC35E4	-0.89175
LSM5	-0.80925
SURF1	0.56425
ZBTB1	0.818083333333333
GTF2F1	0.028125
RPS15A	0.727642857142857
DUSP21	-0.5432
GINS4	-3.046
MYO15A	0.790666666666667
GIMAP7	3.94675
MGC13379	0.92675
ATP6V1E2	-0.611666666666667
UTP3	-0.3115
HNRPA3	-0.246625
MT4	-0.569
C14orf155	0.11525
U1SNRNPBP	0.36775
CKLF	-0.957333333333333
PLEKHN1	2.164
MBNL1	0.267166666666667
NUP160	-1.1835
ACSM2A	-1.823
LOC129881	1.96775
KIAA1529	-0.17275
FLJ22639	-0.7185
HAND1	-1.593
GSX1	-0.005
FGA	-4.3233125
SERPINB1	-0.1725
ZNF642	0.77175
IGFBP1	-8.366
SLC1A1	0.133875
DHX57	0.207625
ZNF766	0.828
PTPN21	0.5638
GDPD3	-1.03866666666667
PNPLA5	0.4185
TBR1	0.123166666666667
FAM116A	-0.1665
IQGAP1	0.608125
FOS	1.79825
ZNF226	-0.2125
FIGNL1	-0.951166666666667
C14orf1	-0.132666666666667
ZMYND17	-0.528
PUS7	-0.581
TUBB6	-0.457625
KCNQ2	-1.62
MARCH6	0.0259166666666667
CCDC33	-0.0335
PRODH	-1.40675
RBM11	1.34225
EPHA6	0.335125
SLC43A1	-0.409
LOC196541	-0.08
NTN1	1.35145454545455
ING4	0.53075
PCDHB10	1.38475
DPH2	-0.554
SPACA4	0.162
FBXL21	-3.753
DIAPH1	-1.01466666666667
ZNF71	0.573166666666667
CEP76	-0.6565
CORO1A	-1.3185
RRM2	-4.616625
EDG4	-0.31725
OS9	-0.394833333333333
SLC4A1AP	-0.1415
COG5	-0.78725
COPS8	-0.3015
NGLY1	-0.99
NCBP2	0.135125
C17orf42	-0.905666666666667
GPSM3	-0.509875
SIL1	0.625333333333333
ASB6	-0.47125
SMAD5OS	0.629166666666667
UNC93A	-4.02
A1BG	0.957166666666667
C21orf62	0.38475
FMO5	-0.89
ATRIP	-0.262
CEBPG	0.078
C7orf38	0.138333333333333
TNFRSF1B	0.227833333333333
CLEC1A	1.62683333333333
IQSEC1	0.03675
PATZ1	0.4892
RBM22	1.558375
BAG2	-1.61866666666667
PAQR5	-2.4325
C9orf127	0.8602
THNSL1	0.4125
SHROOM3	2.1325
JAM2	1.89125
SNRPN	-1.432
ALX4	-0.0015
CACNA1S	1.1825
FAM130A1	0.21875
CORIN	4.1765
CD300LB	0.492
PLEKHG6	0.4145
LRRC40	-0.98975
PCLKC	-1.6905
PCDHB16	0.8945
WNT2B	0.605166666666667
ASNS	-2.389
MRPL49	-0.00162500000000001
FLJ46111	0.1375
ISG20	-0.560125
SMU1	-0.0658333333333333
CASZ1	0.323
POLR1D	-0.335583333333333
GIN1	-0.49
SNAG1	0.1295
ANKRD29	-0.14575
CDKN2AIP	0.3005
KRR1	0.3635
CXCL1	-3.263
EPM2A	-0.1405
PC	-0.758166666666667
DEFB127	0.102
PDZRN4	1.07766666666667
FAH	0.37975
OR51E1	1.9995
CDC2L6	-0.336333333333333
DNTTIP1	-0.76875
PAX8	-0.13375
TMEM116	0.12775
C1orf150	0.57
PRO2012	0.67525
MRPL40	-0.660666666666667
BEX1	-3.47844444444444
SLC2A4	-0.447166666666667
PKMYT1	-2.71125
FEZF2	-0.300833333333333
SLC26A9	-1.5505
MAP2	0.90925
LYL1	-1.83825
SLC25A19	-1.42866666666667
NOS3	-0.24
ZNF34	1.217
TMPRSS11F	-0.369333333333333
FAM43A	-0.43825
FCRL4	1.26283333333333
KLF14	0.57375
FLRT2	0.747666666666667
WRN	-1.32
SDF2	0.474
KRT8P12	0.4145
C6orf195	-0.289
C9orf125	-0.924833333333333
DZIP3	0.407
RIT1	-0.203333333333333
SCML1	-0.339166666666667
RHBDF2	-0.29075
OR2G3	0.794
REXO1L1	0.0955
MAP3K7IP3	0.198375
C3orf57	-1.38175
FBXW11	-0.131166666666667
ETAA1	-0.2245
C14orf131	-0.242
AKT1S1	-1.043
SLC12A5	-0.803125
C9orf164	0.911
NRIP3	0.8255
NOS1AP	-0.434
TMEM121	1.013
SAP30BP	-0.0498
DGCR6	0.009
WDR76	-2.7065
FAM82B	0.26875
LOC606495	-0.418
MAP9	1.29016666666667
BCDIN3D	0.914
CXorf36	3.918
DSCR3	-0.6219
ZFAND3	0.40025
C7orf43	-0.2685
SPSB3	0.5875
C19orf19	0.0565
FAM133A	-0.77625
C12orf25	0.402
SLC39A3	-0.91375
DISP2	-0.159
PI4KAP2	-3.1525
MKRN3	-0.896166666666667
ADAMTS13	-0.502
CBLN3	0.5137
TTYH1	-0.679833333333333
C3orf18	1.4415
FLJ13236	0.7455
ZMYND12	3.51525
C18orf25	0.102125
GLB1L3	-0.9605
ATP13A5	1.3545
RANBP10	-0.42225
CD96	-1.4736
DENND1C	-0.448
RBMS3	1.9683
SLC41A3	0.237666666666667
DGCR6L	-0.26075
TMEM128	0.7615
CSNK1G3	0.51
MOBKL2C	0.890875
TSPAN6	-0.657875
MATN2	0.8038
MSL2L1	0.0925
ST6GALNAC2	-0.1225
FGFBP2	-0.238
FGL1	-5.96383333333333
MPP3	-0.406666666666667
ARHGEF6	1.79633333333333
TGFBR2	0.835875
ACMSD	-0.16675
IL33	5.052
C9orf5	-0.21925
DEAF1	-0.3926
AMN	-0.5925
DEFA6	-0.028875
RNF212	-0.125666666666667
METT5D1	0.428333333333333
CIB1	0.7784
TSSK1B	0.20625
KIAA1727	0.24325
ZNF680	0.502333333333333
LOC399900	-1.5235
LOC152217	-0.172916666666667
CTNNAL1	-2.721
CIT	-2.88166666666667
TLE6	-0.42675
ZNF607	-1.0095
HERC4	-1.115
DRAP1	-0.4347
PEMT	-0.58975
C10orf111	-0.6465
ZNF575	0.483125
KCTD7	0.09625
MYO1F	0.43625
LOC285382	0.56675
RAB11A	0.7061
PLCD3	-0.5095
C15orf28	-0.063
PTBP2	-0.859
CTB-1048E9.5	-0.866875
C19orf60	-0.155666666666667
C7orf25	0.328833333333333
SETD7	0.72775
HOXB9	-4.295
VANGL1	0.297625
CHAF1B	-2.529
NDUFA3	0.417
KIAA1328	0.0435
SHARPIN	0.18825
TTC23	0.421125
UGP2	-0.1035
ANKIB1	0.713
CIRBP	1.87328571428571
SEC14L4	-3.40133333333333
OVCH1	0.705666666666667
VPS52	-0.70525
FAT	0.223125
M6PRBP1	-0.26375
GPRIN3	-0.0305
PPM1F	-1.09016666666667
TSR1	-0.62325
CCDC85A	2.2255
PCSK5	2.90975
ZFHX3	0.6425
HEMK1	-0.2741
PGBD2	0.29225
RSRC2	-0.0201666666666667
AURKC	-1.66666666666667
SCRIB	0.56425
ORM2	-4.50366666666667
FAM115A	1.2149
FZD6	1.396875
UNC119	-0.156666666666667
GPX3	-0.8825
NOV	-0.025625
CABC1	-0.658125
CDC42SE2	-0.388125
EIF2S2	-1.3511
RNF130	0.874375
CKAP5	-1.09816666666667
RP11-413M3.2	0.1165
C10orf18	0.222
TMEM93	-0.448
DYX1C1	2.189
KCNMB2	-1.48375
ANK3	1.47633333333333
KRT5	0.9849
CDH12	-0.625375
QRSL1	-0.02975
JUB	-0.50825
SHC4	0.22375
CCL15	1.46583333333333
CCDC22	-0.341
SNX24	0.882
RARS	-0.6675
MORC2	-0.16175
FAM48A	-0.36425
MT1H	-0.2905
PPP1R14C	-1.0325
FOXD1	-2.8085
C1orf213	-1.32025
AMT	-1.4412
DSN1	-2.0385
PTPLAD2	1.602
DIS3L	0.163
RASL11A	2.78275
GPRC5B	0.00637499999999998
FRMD7	0.4865
STRN4	-0.35275
KITLG	3.98481818181818
HDGF	-0.40525
OR1S1	-0.269
SETX	0.1265
DDR2	0.65325
KCTD12	2.42975
LYZL2	0.78725
WDR52	0.8465
TMEM2	1.369875
ZNF579	-0.408666666666667
LOC200810	-0.056
TNFSF9	-2.568875
PPFIA4	-3.1365
CNIH3	1.33416666666667
MAP4K4	-1.01114285714286
ROD1	0.0491428571428571
ALS2CR12	-0.666666666666667
DOCK3	-0.623
PAQR9	-4.89225
ASB17	0.877166666666667
STX16	-1.513125
FEZ2	-0.0221666666666667
DLAT	-0.621666666666667
KIF21B	-1.58516666666667
CDC5L	-0.33525
TMEM119	1.37166666666667
CRIP3	-1.8485
TPSD1	0.871166666666667
TEPP	-0.1925
GNGT2	0.9375
C21orf121	-0.13725
WNK1	0.492416666666667
FLJ10490	0.033
OR51B5	-2.7425
LOC203547	-1.204
HAS1	-1.959
PPA1	-0.373833333333333
ST7	-0.537
C11orf46	0.4224
POPDC3	-4.44233333333333
ACOX2	1.963
ATCAY	-0.892333333333334
TM4SF19	-2.2365
MFSD9	-0.746
PDHB	0.19525
ERN1	-0.8135
LCE3C	-0.215
GPR111	0.2535
NOTCH3	1.42266666666667
ADAMTS5	3.7645
B3GALT1	-1.082
UGCGL1	-0.8315
FAM58A	0.712333333333333
FBXO32	3.024
CLPP	-0.2915
NXPH1	-0.12225
MTMR3	0.674166666666667
ATP1B3	-1.125625
TMEM16A	4.1585
HIST1H3F	-0.3265
TRIM25	-0.5325
SDCBP2	0.6725
CRKL	-2.154625
HOXB2	0.0106666666666667
ANP32B	-0.683
GATM	4.4965
AP4E1	-0.232
EDG5	0.487625
CDKN3	-3.63466666666667
CDH4	-1.97975
PGD	-1.47033333333333
RND1	0.4275
GAD1	-2.9839
MPG	0.49875
LOC440350	-0.4785
ZNF133	0.0115
SERPINB12	-0.2065
AMELY	0.0868
DHX36	-0.91175
TNFAIP8L2	2.956
PHTF2	-0.0447777777777778
CCDC112	-0.1745
IQCC	-1.47175
HEYL	3.1485
FTSJ2	-0.705
APPL1	1.321125
RAB43	0.273785714285714
OR10G2	0.4105
WAC	0.0606666666666667
ADCY9	0.42875
RUNDC2B	0.962666666666667
PYCRL	1.0342
AGPAT7	-0.876166666666667
SLC22A9	-1.02883333333333
CDKAL1	-0.763
PDYN	-0.463
C20orf74	0.509
MTMR11	1.44825
VAV3	4.72283333333333
DAPL1	1.27025
STXBP3	0.506
EIF3G	-0.1055
ARHGAP22	-0.1605
NPFFR1	0.2855
NPC1	-0.524666666666667
ALDH9A1	1.32716666666667
ZNF600	-0.2185
ZNF678	0.359833333333333
RASSF1	-0.298583333333333
ADD2	-2.81628571428571
PITPNB	0.026
PKD2L2	-0.178428571428571
LRP11	-0.194
CDKL1	0.4335
SMEK2	0.2385
PRODH2	-3.48233333333333
C11orf54	0.352666666666667
SFRS11	-0.484833333333333
IL7	0.322166666666667
ALS2CR16	1.2115
BTG3	-1.015
PAK2	-0.341444444444444
RP11-679B17.1	-0.62475
GATA4	-1.869
ATP2B1	-0.2695
LOC130940	2.1195
C1orf172	2.6985
ATF7IP2	-2.2495
SLC25A43	-0.507666666666667
CENTG3	-0.35975
IGF2BP1	-4.332
FCHSD1	-0.065
CAMK2N2	0.141833333333333
ELAVL3	-0.2454
NBPF15	-0.569
UBE2J2	-0.485416666666667
GNL2	-0.3145
PRR3	-0.6458
NLF2	-0.20675
OR4F6	-0.547
KLHL24	1.16483333333333
CCDC88A	-1.3607
SGPP1	-1.09683333333333
C10orf11	0.511166666666667
SLC35B4	-1.29816666666667
UGT3A2	-0.791
ARNT2	0.2763
CBR1	0.018875
ITPR3	-1.91716666666667
TRAPPC6B	-0.2947
AMZ1	3.0425
ARP11	1.0085
WDSUB1	-0.22775
APBA1	1.39333333333333
RAB2A	0.9303
C6orf162	0.2675
HPSE2	0.648
PLCE1	-0.727
INSL3	0.77575
DLG1	-0.2188
PTPLA	-2.56125
PIGX	-0.174375
TFIP11	-0.0275
FIBIN	3.8395
POLR2G	-0.2285
GRAP2	-1.7664
DNAJB8	-0.1335
CNBP	0.634833333333333
WASF1	-1.183
INPP5E	-1.5754
HSPB1	0.22125
TMEM167	-0.4692
CUBN	0.46075
IGF1	4.2860625
ITPK1	0.182
NAALAD2	-0.505375
G3BP1	-0.0827
NT5DC1	0.688625
CYP39A1	0.1615
TMEM139	2.1495
POLK	-0.2604
GLULD1	-1.73125
RBM15	-1.1285
AMZ2	-0.20975
GDF15	-2.50883333333333
MESDC2	0.03125
INCA	0.334333333333333
ACY1L2	-0.966
GZMM	-0.958
PAIP1	0.17275
CACNA2D1	0.3545
STK32C	-0.1995
SH3BP4	0.932
DEC1	0.1085
PADI1	0.516
UBB	0.0964
PON3	-0.187166666666667
PROP1	0.745
ANKRD13B	0.0325
ADCK1	-1.3725
TCF25	-0.03575
SLC38A5	-1.92425
CXorf26	0.3255
C19orf39	0.55775
PPP1R13B	0.44275
ARL2	-0.8745
TCL6	0.266090909090909
TOP3A	-0.5
SLC16A14	-0.1585
FXYD6	1.83533333333333
HIST1H4E	-0.793
BBC3	0.136315789473684
UNC5A	0.254166666666667
FAM86C	-0.3448
PI4KB	-0.5305
B3GAT1	-2.94325
SUSD2	2.36983333333333
OAZ2	0.321166666666667
NOC4L	-0.64825
C10orf12	-0.433
FADS1	-1.74766666666667
LOC144097	-0.68125
DKK2	1.7085
KIAA1949	-0.12875
RHOT1	-0.2861
OXT	2.2555
GPR153	-0.0545
ARL4A	0.373166666666667
SAAL1	-1.7085
CCDC64	-0.8975
USE1	-0.0376666666666666
HNMT	0.614166666666667
PCGF3	0.374125
CYP2C19	0.39
C20orf4	0.0365
CCDC11	2.76475
ACSBG2	0.2355
RWDD2A	0.36575
PALLD	3.443875
