Hybridization REF	TCGA-A8-A08C-01A-11R-A00Z-07
RY1	-0.760833333333333
ATAD2B	-0.5365
ARHGAP17	-0.1917
KCNIP3	-1.48725
SFPQ	-0.09875
GFRA4	0.812333333333333
AKR1B10	-3.81625
TIGD6	1.33933333333333
RGS16	0.305
URB1	-0.384
OR4C46	-0.0601666666666667
TOP3B	-0.77475
NFATC4	1.134
CA14	-3.79625
BMPR1A	-0.428666666666667
SNRP70	-0.959875
PRL	0.0555454545454546
C6orf130	0.4585
STAG2	-0.44375
CD55	-1.87457142857143
RPS23	0.47
SSX2	-1.54783333333333
FDPSL2A	-0.054
FBXO27	1.85525
SYNGR3	-0.307
TMSL3	0.36925
EML1	-1.4055
NUP93	-1.388
SMAD3	-1.3515
KIAA1189	1.50283333333333
HNRPUL2	-0.0773333333333333
TBC1D12	0.763333333333333
C16orf24	1.203
MRVI1	2.64383333333333
ZNF581	-0.125
ELOVL3	-0.7945
OR51Q1	0.19625
CACNB3	0.589
GALNT13	-1.2885
C10orf84	0.6039375
NEDD4	-0.0345
SPO11	0.568
OR5AU1	0.3395
NEK4	0.956357142857143
PRKAR2A	0.3775
IHPK1	-0.768166666666667
ATP6V0B	-0.160625
CACNA1E	1.4005
CEACAM8	-0.0814
PEX14	-0.109
FLJ12993	-2.2245
ZBTB38	0.265666666666667
PCTK2	0.1895
LRRC16	0.5463
FBLIM1	1.53125
FYCO1	1.612
RP5-1022P6.2	-0.60275
CMTM1	0.049
PLTP	-0.594666666666667
RAPH1	0.3735
DOCK8	0.00112499999999999
EZH2	-1.7718
SLC25A1	-0.6205
PLEKHB1	-0.3737
GRB7	0.9273
ZFP37	-0.35525
MRPL33	-0.38575
PELO	-0.37175
ARMC1	-0.250909090909091
C9orf27	0.15975
FLJ25778	-0.3835
C9orf37	-0.2235
TMEM66	0.895
SPRN	0.111625
HBEGF	-0.591
PI4KA	-0.931
LEPRE1	-1.24425
POU2AF1	-5.3765
MRPL12	-0.526333333333333
REP15	-1.664
ZC3H3	0.7905
RASAL1	-1.73075
DDAH1	1.281875
ACBD5	0.155875
TMC2	-0.2265
CCDC137	-0.80525
SAMD13	-2.778
UGT2B15	-1.5715
TIPARP	1.473
DNASE1L3	0.396
TRIM72	2.7005
DBX2	0.96825
IPO8	-0.6615
C21orf88	-1.5429
MAP3K14	0.4445
LOC51233	0.722
GGTLA4	1.18825
PDE6D	-0.79475
ZNF117	-0.6225
CLK2	0.163
NKRF	-1.09675
TNFSF15	-0.6071
DUSP2	-0.30525
SECISBP2	0.7253
GABRR2	1.056
PPAP2C	2.4745
LOC51145	0.269333333333333
PAG1	-1.2
PIK3C3	0.54775
GNG10	0.543
APOL4	0.888
ANKRD28	0.567
STMN3	-2.2197
RAB14	1.097
CDK2AP2	0.02475
HDDC3	0.371625
COMMD7	-0.0395
CXXC1	0.352
HMCN1	-0.693666666666667
CD40	-0.52725
DYNC1LI2	-0.523125
GDI1	0.09875
LOC646938	-0.156
VSNL1	-2.94566666666667
PIH1D1	-0.0553333333333333
RAET1G	-0.8025
KRTAP5-9	-0.5775
EFTUD2	-0.70975
ZNF311	1.3645
ATP6V1G3	0.02225
OR2W3	0.841
SCN4A	0.1875
MED10	-1.879375
FAM135A	-1.1791
ARHGAP4	-1.5345
EHMT2	0.2135
UFD1L	-0.913
ERMP1	0.4965
MAG1	-2.75883333333333
THAP8	-0.0528333333333333
HACE1	-0.0851666666666667
FAM82C	0.248666666666667
C3orf20	0.5455
UNC84A	-0.477333333333333
SCD5	-0.619846153846154
LASS6	2.1445
LSG1	0.125333333333333
MAL	-5.464
GPR22	0.0575
WDR5B	1.928
ACTRT1	0.1185
C17orf60	-0.1985
GRIN2C	0.1028
ARMC8	-0.212083333333333
SLC47A1	-3.01633333333333
DMPK	1.187
DHRS13	-0.469333333333333
SMC1A	-0.8645
KRTAP17-1	1.98675
SMYD5	-0.135
TUSC2	1.001625
CRHR2	0.763
KIR3DL2	-0.272
CCDC104	0.88325
ATP2C1	0.241625
CROT	1.7735
PABPC3	0.037
EGR1	-2.451
THSD1	-0.10675
KHK	-1.74425
SLC12A2	1.828125
CD58	-1.53025
STOX2	-0.907
CCDC76	-0.3918
CCDC48	5.82425
DNAH1	0.845
ZIC4	0.042875
OR1G1	1.41
PSMC6	-0.595833333333333
PROKR1	0.4825
ABCB1	-1.895
TRAT1	-2.19425
LLGL1	0.5445
MTF1	0.98375
USP54	0.719625
PAGE2B	-3.0515
ITGB7	-3.6515
CCDC81	-0.2295
LOC149837	0.555
SCUBE1	0.847
ZSCAN10	1.341
HUWE1	-0.125785714285714
CDH17	-0.25
CD180	-0.09325
IL17A	0.19625
TMPO	-2.326
KIAA1524	-1.34433333333333
HDGFRP3	-2.8775
OXCT1	-1.24827272727273
RRAS2	-0.431833333333333
LTBP2	2.3465625
SV2B	-0.396666666666667
CYP2A6	2.7615
PKD1L2	-1.2965
PPM1M	1.10025
FLJ22662	-0.312
ZNF502	2.4315
GP6	-0.8215
CRYBA2	-1.5585
LEF1	-0.3605
CTPS	-2.05114285714286
EYA1	-3.485
EPS8L1	2.30325
MAPK14	-0.41475
SERPINB2	-4.8575
GTF2F2	-0.637166666666667
ZNHIT4	0.3705
PLA1A	-0.4285
C20orf114	0.22775
HPR	-3.482
C18orf2	-3.464
SATB2	-2.38075
KCNJ9	-0.094625
MGC157906	0.8805
MOCS3	0.034
C17orf71	-0.4035
PPHLN1	-0.1678
HIST1H2BN	0.094625
RAPGEF1	0.2515
MAP3K8	-0.9705
DLG4	0.470833333333333
STC1	-1.98891666666667
CDGAP	1.015
DDX26B	-1.69325
LOC150223	-1.47875
CPSF3	-1.02833333333333
TMEM14A	0.99775
MYH3	-2.17775
GPKOW	-0.04925
SULT1A1	0.528666666666667
SPON1	3.0592
YY1AP1	0.6525
RAB23	-0.0575
PLA2G4A	-4.942
MAPRE3	-0.14675
ZNF516	0.880357142857143
GGPS1	1.587
EXOC3L2	-0.0215
C19orf42	0.3897
MAP2K2	-0.0506666666666667
HIST1H2BB	0.67
RNF19B	0.505
C6orf128	-0.810166666666667
TLR8	1.62375
PCDHA9	-0.139
CARS2	0.675125
CLUL1	1.21916666666667
RHAG	-3.76333333333333
UNK	-0.5865
EXOC8	1.7115
C9orf95	1.15725
C14orf143	0.131333333333333
MAML3	0.230875
LDHA	-2.1995
MRPL20	0.114
KLHDC6	0.500833333333333
ATP5S	-0.262333333333333
C8orf55	-0.1545
PHF19	-2.408125
KRTAP13-4	0.3315
TTC5	-0.035
XKR5	-0.90075
SILV	-4.69116666666667
TEX28	-0.1215
TCTN1	2.11925
CX40.1	0.19125
PPP2R5C	-0.219875
C12orf30	-1.0415
CAPG	0.93325
MPZL1	1.17805
ARSB	-1.68583333333333
TDH	-1.67625
WASF4	0.03725
TSSK3	-1.02116666666667
7A5	1.3715
CRISPLD1	-0.157375
MAD1L1	-0.5575
SPIN4	-0.936833333333333
AMPD1	-2.7015
DPYSL5	-0.206
INPP1	-0.681166666666667
ANKRD11	-1.63072222222222
NPAS4	-0.250571428571429
GCET2	-0.527
RNASE9	0.682
GUCY2D	0.415
CCDC98	-0.44925
FGF4	-0.175875
CPM	-1.03833333333333
SLC26A4	-0.4575
PLD5	0.24175
FAM59A	-2.1519
FBXO5	-2.22988888888889
SIPA1L1	-0.402875
DPYS	-0.16475
ATG4D	-0.0835
TGM3	0.4305
MTCH1	-0.03475
HK1	-0.115214285714286
CDC26	0.60225
GALNT12	-2.68316666666667
LOC339229	0.096
MRPL35	-0.238875
ORC4L	0.158125
TNKS	0.282357142857143
C2orf24	0.6575
ZNF553	1.20783333333333
GGTLA1	2.4022
ZNF497	0.11725
CDY1B	0.2865
SLC30A4	0.102875
TUB	-1.56175
ARHGEF18	-0.27125
ARRB1	-0.53775
KCNK1	-1.342625
EREG	-3.6598
SCAMP5	-1.65525
RUNDC3B	1.29375
ADAMTS20	0.014
IL17RB	-0.09075
FLJ20323	-0.88325
MCAM	-0.079125
POLR3E	-0.42075
AQR	0.3585
IPMK	0.0505
CDCA7	-4.317125
CAMP	-1.279
GRHL3	-0.45275
ADAMTSL2	1.271
CLMN	1.3745
SSTR3	0.4545
MAGEA5	-2.26266666666667
OVOL2	3.82225
JMJD1B	-0.01875
RBL2	-0.0944
PYGO2	1.433
PPP1R10	-0.205833333333333
CSE1L	-1.25816666666667
LCA5	2.7645
RDH16	-0.6185
ASRGL1	-0.972125
TOM1	0.913666666666667
PTX3	-6.47375
TTC15	0.70125
SCGB3A1	4.503
MRPL50	-0.498
RCAN3	1.282
SLC26A11	0.449
STYX	0.106333333333333
CINP	0.109
MARCH7	-0.55725
PFKM	-2.8205
SGMS1	1.40416666666667
RIOK3	-0.0679
C1orf110	0.4355
CES7	-0.3
LOC440248	-2.62025
PPP1R12C	-0.2465
C10orf27	0.3085
ATG9A	-0.5075
MRPS26	0.373125
TMEM40	0.129
ELP3	0.111
ZNF787	0.6264
HIAT1	-0.308625
C8orf34	4.57133333333333
MGC4655	-0.3833
PELI1	0.96
PPT1	0.1686
SLC35C2	-0.1155
C6orf125	0.135
MUC4	-1.08766666666667
RFC4	-2.13057142857143
GNB2	0.771666666666667
NUP50	-0.143357142857143
SULT4A1	0.245166666666667
C7	1.908875
CCDC130	0.0196666666666667
ARRDC4	-0.499
RQCD1	-0.39525
GLYCTK	-1.18925
AYTL2	-0.552454545454545
MTUS1	0.9818
LEMD3	0.202333333333333
PLEKHF2	1.735
HOXA7	-0.7755
GTF3C2	-1.107
DYNLRB2	4.98225
CNOT10	-0.0415
MR1	1.6025
FFAR1	0.2015
PRIC285	0.09
SLITRK6	7.61575
LIX1	-2.4798
UBE1L2	-0.629166666666667
F8	0.696
ACHE	0.891833333333333
KPNA5	-0.882
TNFRSF12A	-0.852666666666667
EGR3	-2.9205
SERPIND1	-3.3505
OASL	1.22925
IFRD1	-2.093875
WDFY1	-0.9085
ZNF267	0.1295
ACCN5	0.516
ZBTB6	0.741
PPP1R3A	0.623
PRRT3	0.423
FBXL19	-0.0485
TXNIP	0.357428571428571
ACTN2	2.1285
ATG9B	-0.439428571428571
C9orf117	2.665375
IL27	2.1735
RPL36AL	-0.0698333333333333
KLK15	0.1945
CHAD	3.273
RAP2B	-0.5255
HEBP2	1.01175
ZNF342	0.2525
CAMK2G	-0.478166666666667
TLR3	2.98725
FGF14	0.9855
HMGB2	-1.6495
TRPM5	-0.164833333333333
OR5M11	-0.0675
KIF3B	0.755736842105263
PRICKLE2	1.143
MTMR9	0.63675
C3orf27	0.04025
GLRA3	-2.21583333333333
NSDHL	-0.7595
TMEM32	-0.51
POLR2D	-1.34733333333333
MYADML	0.2035
C9orf114	0.0195
MRGPRX1	0.9725
TOPORS	0.9635
CLDN19	-1.28575
C1QL4	-0.0205
RNF165	-1.2675
DHRS9	-1.65325
DNAH2	-0.0483333333333333
FXR1	0.132166666666667
ZMYM3	-0.291625
CASP3	-0.588
FAM120C	-0.390125
SCLY	-1.51225
CA7	0.022
ENTPD5	-0.259666666666667
ZNF461	0.428875
PDIA5	-0.54975
C1orf19	0.309166666666667
TMEM67	1.478
KCTD20	-0.5255
WDR47	0.699
FLJ38723	0.7695
KLRF1	-0.533
TAS2R16	0.5435
CLDN12	2.5405
PRKCE	-1.101
UBXD4	-0.98125
ITGAM	3.65783333333333
GLT8D3	-0.7285
WDR31	2.0128
RGS2	-1.79925
OR51L1	0.5705
MST1R	1.5215
KIAA1737	1.09775
OR4A5	0.563
GLIS1	-1.50133333333333
PTMA	-0.587357142857143
NAPA	1.61975
PRDM11	-0.12175
LIPF	-0.014
DIRAS3	1.77175
ASGR2	-4.179625
C1QTNF4	-0.241
PIK3R4	0.639666666666666
ARMC3	6.9735
NDUFV3	-0.48175
BTBD3	-0.791166666666667
PPP1R2	0.622916666666667
UBE2NL	-0.97175
FOSL2	1.02607142857143
FAM119A	-1.78116666666667
TUBA4A	-1.3636
KRTAP12-1	0.387666666666667
SFRS2	-1.07575
RHPN1	0.1133
EEF2	0.0736666666666667
ZDHHC11	0.343166666666667
EPHA3	-1.4722
RBM12	-0.54675
H2AFJ	0.8595
EDIL3	1.4975
KIF26A	-1.75975
SERGEF	0.805
B3GALT4	2.59225
LOC90925	-0.192333333333333
OSCAR	-0.546875
NPFF	-0.41875
DEDD	0.775375
TMEM155	-0.564875
PTPN1	-0.5075
SCYL2	-0.0796666666666667
SKAP1	3.16925
LEAP2	-2.17833333333333
GADD45G	1.0892
IFITM3	1.077
PILRB	-0.6185
SLU7	0.2506875
DSC3	-1.69666666666667
DNMT3L	-1.72375
PAPD5	-0.826625
B3GNT3	0.384
LHCGR	0.2595
MSL-1	-0.6445
UBE2S	-1.9765
SAP130	-0.38725
ANAPC11	-0.02625
MAGED4B	-2.9045
ATP6V1B2	0.3645
C14orf179	1.088
CAPZA1	-0.1585
CDYL2	-0.788833333333333
GLRX3	-1.31066666666667
LOC136288	-0.838
MOBKL1A	-0.55375
HTR2B	2.0005
CRYGD	0.0335
NUS1	-0.8525
PGRMC1	0.0725
MYOM2	-0.58475
FLJ39653	-1.30783333333333
CHM	-0.1476
OR5M8	-0.142
ZNF619	0.6565
FAM105A	-0.346
CCNL1	-0.9935
NAP1L3	-1.13975
C10orf57	2.31783333333333
B3GALNT1	0.906833333333333
CSN1S2A	-0.1015
TCP10L	0.36725
GDAP2	0.0855
DMKN	-0.794666666666667
COX6B1	-0.28125
DNASE2	1.29383333333333
MSH5	-1.291
LGMN	-0.32725
USP31	-0.2423
OR13C8	0.232
SDCBP	0.9253
NUDT11	-3.17016666666667
PYGL	-1.67966666666667
SNPH	0.183666666666667
B3GNT4	0.7315
MIZF	-0.454
NUBPL	0.960875
NOD1	0.0873333333333333
CDH22	-0.536
NUBP1	0.723333333333333
DSCAM	-3.9065
DGKI	0.03
FAM136A	-1.234
AKAP1	0.235666666666667
SLC16A6	3.53775
RIN3	-0.21125
PSG2	-0.2775
DIP2B	-0.895
PSORS1C1	1.774
KIAA0495	0.3745
FLJ90709	-0.019
LPA	-0.193166666666667
PIGA	-0.690333333333333
LY75	2.54666666666667
UTS2	-6.42833333333333
RREB1	0.0865
GALNACT-2	-0.5037
MGC3196	-0.617
FLJ31568	-1.54075
LPHN1	0.480625
SP1	1.084875
TOX4	0.320166666666667
HSPA9	-0.1412
APOBEC1	0.611
SLC35E4	-1.01575
LSM5	-0.41425
SURF1	1.197
ZBTB1	-0.0309166666666667
GTF2F1	0.104875
RPS15A	0.6645
DUSP21	-0.7635
GINS4	-3.00383333333333
MYO15A	1.24083333333333
GIMAP7	2.82425
MGC13379	1.18175
ATP6V1E2	-0.000666666666666665
UTP3	-0.10925
HNRPA3	-0.983375
MT4	null
C14orf155	0.247
U1SNRNPBP	0.5745
CKLF	-0.743333333333333
PLEKHN1	0.648833333333333
MBNL1	-0.269
NUP160	-1.88725
ACSM2A	-1.613
LOC129881	1.43225
KIAA1529	0.28525
FLJ22639	-2.343
HAND1	-1.1645
GSX1	0.562
FGA	-4.493875
SERPINB1	0.83575
ZNF642	0.81725
IGFBP1	-8.155125
SLC1A1	6.734625
DHX57	-0.40525
ZNF766	0.9685
PTPN21	-0.2266
GDPD3	-2.54033333333333
PNPLA5	0.6555
TBR1	-0.3234
FAM116A	0.4925
IQGAP1	1.667125
FOS	-2.051625
ZNF226	0.505125
FIGNL1	-0.732166666666667
C14orf1	0.588
ZMYND17	-0.5565
PUS7	-0.829666666666667
TUBB6	-1.706
KCNQ2	-0.74625
MARCH6	-0.53175
CCDC33	0.4875
PRODH	-0.853
RBM11	1.669
EPHA6	0.395166666666667
SLC43A1	-0.271
LOC196541	-0.0392857142857143
NTN1	1.392
ING4	0.361
PCDHB10	0.6915
DPH2	-0.145
SPACA4	-0.50075
FBXL21	-3.0375
DIAPH1	-0.447833333333333
ZNF71	0.639666666666667
CEP76	-0.1635
CORO1A	-1.08475
RRM2	-3.255625
EDG4	1.40225
OS9	0.0683333333333333
SLC4A1AP	-0.24
COG5	0.2175
COPS8	-0.591
NGLY1	0.1995
NCBP2	0.034625
C17orf42	-0.216833333333333
GPSM3	0.39825
SIL1	1.26266666666667
ASB6	-0.06125
SMAD5OS	0.111166666666667
UNC93A	-3.29875
A1BG	-0.209666666666667
C21orf62	0.35075
FMO5	3.17483333333333
ATRIP	0.929166666666667
CEBPG	-0.872333333333334
C7orf38	0.645166666666667
TNFRSF1B	0.0391666666666667
CLEC1A	1.0345
IQSEC1	-0.3425
PATZ1	1.5704
RBM22	0.207375
BAG2	-2.05433333333333
PAQR5	-1.68833333333333
C9orf127	1.0764
THNSL1	0.70725
SHROOM3	3.1533
JAM2	0.22525
SNRPN	-1.794
ALX4	0.5065
CACNA1S	0.0135
FAM130A1	-0.13325
CORIN	2.2615
CD300LB	0.8665
PLEKHG6	1.122
LRRC40	-0.7785
PCLKC	-1.32475
PCDHB16	-1.26516666666667
WNT2B	0.97
ASNS	-2.68311111111111
MRPL49	0.015625
FLJ46111	-1.47325
ISG20	-0.99025
SMU1	0.286166666666667
CASZ1	0.8505
POLR1D	0.0665833333333333
GIN1	0.14025
SNAG1	0.617666666666667
ANKRD29	-2.3425
CDKN2AIP	-0.33225
KRR1	-0.2745
CXCL1	-4.78266666666667
EPM2A	0.2482
PC	-1.39316666666667
DEFB127	0.5715
PDZRN4	0.586333333333333
FAH	0.427
OR51E1	3.0945
CDC2L6	0.0225
DNTTIP1	-0.9075
PAX8	-1.2295
TMEM116	0.687
C1orf150	0.736
PRO2012	0.301
MRPL40	-0.348666666666667
BEX1	-3.9563
SLC2A4	-1.04883333333333
PKMYT1	-1.593
FEZF2	-0.0331666666666666
SLC26A9	-1.808
MAP2	0.015
LYL1	-1.45775
SLC25A19	-0.9415
NOS3	-0.1
ZNF34	0.761833333333333
TMPRSS11F	-0.406666666666667
FAM43A	-0.71625
FCRL4	1.169
KLF14	0.03975
FLRT2	-1.03016666666667
WRN	-1.098
SDF2	0.6924
KRT8P12	-1.07475
C6orf195	-0.716
C9orf125	-2.33816666666667
DZIP3	0.20075
RIT1	0.579083333333333
SCML1	-1.79233333333333
RHBDF2	-0.16475
OR2G3	1.0175
REXO1L1	-0.818
MAP3K7IP3	-0.048375
C3orf57	-6.7865
FBXW11	-0.517833333333333
ETAA1	-0.09075
C14orf131	0.266
AKT1S1	0.366
SLC12A5	-0.979375
C9orf164	1.322
NRIP3	-0.09
NOS1AP	0.88
TMEM121	1.8195
SAP30BP	-0.3501
DGCR6	0.34125
WDR76	-2.0255
FAM82B	-0.17275
LOC606495	0.1695
MAP9	2.47758333333333
BCDIN3D	1.51075
CXorf36	3.26933333333333
DSCR3	-0.5245
ZFAND3	0.285875
C7orf43	0.541833333333333
SPSB3	1.3371
C19orf19	0.52825
FAM133A	-3.36314285714286
C12orf25	0.305
SLC39A3	-0.21775
DISP2	0.79425
PI4KAP2	-1.754
MKRN3	-2.67833333333333
ADAMTS13	0.313625
CBLN3	0.5379
TTYH1	-1.9105
C3orf18	2.45325
FLJ13236	-0.877
ZMYND12	4.7035
C18orf25	0.34125
GLB1L3	-0.7055
ATP13A5	0.5405
RANBP10	-0.121
CD96	-1.8264
DENND1C	-0.92925
RBMS3	-0.7072
SLC41A3	0.738333333333333
DGCR6L	0.42825
TMEM128	1.019
CSNK1G3	0.573642857142857
MOBKL2C	0.610875
TSPAN6	0.336875
MATN2	-2.5072
MSL2L1	0.653833333333333
ST6GALNAC2	-1.22133333333333
FGFBP2	-1.02325
FGL1	-6.61466666666667
MPP3	-0.3755
ARHGEF6	1.75316666666667
TGFBR2	-0.6825
ACMSD	3.45875
IL33	2.01775
C9orf5	0.000833333333333331
DEAF1	0.891
AMN	0.4875
DEFA6	0.387
RNF212	-1.62025
METT5D1	0.4565
CIB1	1.2781
TSSK1B	0.337
KIAA1727	0.776
ZNF680	0.00158333333333333
LOC399900	-1.3235
LOC152217	-0.0866666666666667
CTNNAL1	-2.94
CIT	-2.96225
TLE6	0.6895
ZNF607	-0.678
HERC4	-1.38183333333333
DRAP1	-0.4889
PEMT	-0.22075
C10orf111	-0.4
ZNF575	1.270875
KCTD7	-0.02675
MYO1F	0.260125
LOC285382	-0.0725
RAB11A	0.7255
PLCD3	-0.758
C15orf28	0.2995
PTBP2	-0.262875
CTB-1048E9.5	-0.147625
C19orf60	-0.258
C7orf25	0.394666666666667
SETD7	1.24475
HOXB9	-4.365
VANGL1	-0.95175
CHAF1B	-2.973
NDUFA3	0.28075
KIAA1328	0.3945
SHARPIN	0.5795
TTC23	-1.71925
UGP2	0.4335
ANKIB1	0.2319
CIRBP	1.071
SEC14L4	-3.453
OVCH1	-0.315
VPS52	0.708
FAT	-1.360625
M6PRBP1	0.23575
GPRIN3	-0.505
PPM1F	-1.0005
TSR1	-0.678
CCDC85A	3.196
PCSK5	0.80225
ZFHX3	-0.816
HEMK1	0.3834
PGBD2	0.536
RSRC2	-0.118166666666667
AURKC	-1.61183333333333
SCRIB	0.136625
ORM2	-3.18066666666667
FAM115A	0.4859
FZD6	-0.514625
UNC119	0.0701666666666667
GPX3	-0.6511
NOV	-1.53525
CABC1	1.528875
CDC42SE2	-0.465875
EIF2S2	-1.0313
RNF130	0.549875
CKAP5	-0.798833333333333
RP11-413M3.2	0.7135
C10orf18	0.5891
TMEM93	-0.659
DYX1C1	3.3785
KCNMB2	-1.662875
ANK3	1.08341666666667
KRT5	-2.8182
CDH12	-1.3235
QRSL1	-0.671125
JUB	-0.906
SHC4	-3.382125
CCL15	0.871166666666667
CCDC22	0.456
SNX24	-0.31575
RARS	-0.48625
MORC2	0.535625
FAM48A	-0.316
MT1H	-2.444
PPP1R14C	-3.8445
FOXD1	-2.60635714285714
C1orf213	-2.319
AMT	-2.4262
DSN1	-2.05425
PTPLAD2	3.88325
DIS3L	0.361
RASL11A	0.571
GPRC5B	-0.446625
FRMD7	-0.08
STRN4	0.0035
KITLG	-0.236636363636364
HDGF	0.35525
OR1S1	0.9005
SETX	-0.2381
DDR2	0.44775
KCTD12	1.27025
LYZL2	-1.52675
WDR52	0.0365
TMEM2	-0.54275
ZNF579	1.0045
LOC200810	0.9365
TNFSF9	-2.024875
PPFIA4	-3.86175
CNIH3	-0.2105
MAP4K4	-1.85342857142857
ROD1	0.451857142857143
ALS2CR12	-1.09733333333333
DOCK3	-1.3865
PAQR9	-4.53125
ASB17	1.4146
STX16	-1.527125
FEZ2	-0.0646666666666667
DLAT	-0.404666666666667
KIF21B	-1.49933333333333
CDC5L	-0.39225
TMEM119	2.09816666666667
CRIP3	-1.591
TPSD1	0.329333333333333
TEPP	0.553
GNGT2	0.86125
C21orf121	0.55
WNK1	0.417
FLJ10490	0.9083
OR51B5	-2.115
LOC203547	-0.90475
HAS1	-0.303
PPA1	0.0158333333333333
ST7	0.638625
C11orf46	0.1176
POPDC3	-4.02516666666667
ACOX2	3.428
ATCAY	-0.38325
TM4SF19	-1.5285
MFSD9	-0.688333333333333
PDHB	0.799
ERN1	0.33125
LCE3C	0.1635
GPR111	0.567
NOTCH3	2.15216666666667
ADAMTS5	1.17825
B3GALT1	-0.491
UGCGL1	-0.743833333333333
FAM58A	-0.2285
FBXO32	2.02575
CLPP	-0.46425
NXPH1	-1.221
MTMR3	1.38966666666667
ATP1B3	-1.8115
TMEM16A	3.24325
HIST1H3F	0.254166666666667
TRIM25	-0.172666666666667
SDCBP2	0.1975
CRKL	-0.2845
HOXB2	1.923
ANP32B	-0.46175
GATM	3.0115
AP4E1	-0.81075
EDG5	0.33325
CDKN3	-2.425
CDH4	-2.5745
PGD	-0.924166666666667
RND1	0.95
GAD1	2.9672
MPG	1.1085
LOC440350	-0.09
ZNF133	-0.5465
SERPINB12	0.713
AMELY	-0.222833333333333
DHX36	-0.479
TNFAIP8L2	2.6895
PHTF2	-0.339555555555555
CCDC112	-0.623166666666667
IQCC	0.1625
HEYL	3.415
FTSJ2	-0.665333333333333
APPL1	1.52275
RAB43	0.596214285714286
OR10G2	0.599
WAC	0.244166666666667
ADCY9	0.542375
RUNDC2B	-0.0281666666666666
PYCRL	1.1239
AGPAT7	-0.675166666666667
SLC22A9	-1.42833333333333
CDKAL1	-0.2985
PDYN	-0.479333333333333
C20orf74	0.33175
MTMR11	2.7635
VAV3	4.64583333333333
DAPL1	-1.9605
STXBP3	0.72025
EIF3G	-0.1485
ARHGAP22	-1.71775
NPFFR1	0.0845
NPC1	-0.236166666666667
ALDH9A1	2.0625
ZNF600	0.222
ZNF678	-0.108166666666667
RASSF1	0.604166666666667
ADD2	-3.397625
PITPNB	0.02875
PKD2L2	0.20875
LRP11	-0.3045
CDKL1	-0.0195
SMEK2	0.50725
PRODH2	-3.18716666666667
C11orf54	0.912
SFRS11	-0.839333333333333
IL7	2.3975
ALS2CR16	0.43675
BTG3	-2.15
PAK2	0.273222222222222
RP11-679B17.1	0.15925
GATA4	-1.9025
ATP2B1	-1.943
LOC130940	2.6685
C1orf172	2.81
ATF7IP2	-0.50875
SLC25A43	-0.293833333333333
CENTG3	0.2765
IGF2BP1	-3.8568
FCHSD1	0.4525
CAMK2N2	1.28716666666667
ELAVL3	-0.0861
NBPF15	0.426166666666667
UBE2J2	-0.0950833333333333
GNL2	-0.82075
PRR3	-0.4623
NLF2	1.44975
OR4F6	0.508
KLHL24	1.607
CCDC88A	-2.4556
SGPP1	0.639
C10orf11	0.197
SLC35B4	-1.2445
UGT3A2	-1.6545
ARNT2	-1.7746
CBR1	0.511875
ITPR3	0.130333333333333
TRAPPC6B	-0.8169
AMZ1	-1.544
ARP11	0.12325
WDSUB1	0.918
APBA1	0.297333333333333
RAB2A	0.8207
C6orf162	0.044625
HPSE2	-0.17625
PLCE1	2.0895
INSL3	0.51275
DLG1	0.1908
PTPLA	-1.8765
PIGX	-0.021875
TFIP11	0.582666666666667
FIBIN	3.105
POLR2G	-0.63575
GRAP2	-2.0528
DNAJB8	-0.26125
CNBP	0.871666666666667
WASF1	0.237
INPP5E	-0.472
HSPB1	-0.2956875
TMEM167	-0.3805
CUBN	0.06825
IGF1	1.830125
ITPK1	0.1287
NAALAD2	-1.452875
G3BP1	-0.1821
NT5DC1	1.44675
CYP39A1	-2.7535
TMEM139	2.08808333333333
POLK	0.0266
GLULD1	-1.5965
RBM15	-0.87
AMZ2	-0.26575
GDF15	-2.99383333333333
MESDC2	-0.10075
INCA	-0.193
ACY1L2	0.7545
GZMM	-1.14233333333333
PAIP1	-0.05425
CACNA2D1	-1.086
STK32C	0.6965
SH3BP4	0.198333333333333
DEC1	0.00800000000000001
PADI1	0.8845
UBB	0.1711
PON3	2.1255
PROP1	0.7315
ANKRD13B	-0.6865
ADCK1	-0.2155
TCF25	-0.492583333333333
SLC38A5	-1.26075
CXorf26	0.229333333333333
C19orf39	0.64325
PPP1R13B	0.1895
ARL2	-0.207
TCL6	0.276583333333333
TOP3A	-0.598
SLC16A14	0.271375
FXYD6	-0.324333333333333
HIST1H4E	-0.4075
BBC3	1.15647368421053
UNC5A	0.795166666666667
FAM86C	0.5559
PI4KB	1.27875
B3GAT1	-3.9435
SUSD2	1.20133333333333
OAZ2	0.147
NOC4L	-0.22275
C10orf12	-0.7125
FADS1	-3.571
LOC144097	-0.993
DKK2	0.500833333333333
KIAA1949	-0.486
RHOT1	-0.0263
OXT	1.39266666666667
GPR153	1.192
ARL4A	-1.605
SAAL1	-1.85025
CCDC64	-1.082
USE1	-0.126666666666667
HNMT	-0.239166666666667
PCGF3	0.3616875
CYP2C19	0.20175
C20orf4	-0.192
CCDC11	3.9265
ACSBG2	-0.51275
RWDD2A	0.54825
PALLD	1.74875
CPLX4	1.3245
LOC492311	1.49225
KPNA2	-2.35483333333333
MACROD1	-0.2619
TMCO3	0.404833333333333
C15orf52	-1.59566666666667
BIRC5	-2.4776
PRR16	-0.7245
