Hybridization REF	TCGA-AN-A0FT-01A-11R-A034-07
MUSK	0.118333333333333
ZNF434	-1.22333333333333
SMARCD1	-0.347666666666667
ZFP106	-0.648
ZNF347	-1.554
GTF2E1	-0.58325
RY1	-1.32216666666667
ATAD2B	0.919
ARHGAP17	-0.246
KCNIP3	-0.20125
SFPQ	0.33875
GFRA4	1.40566666666667
AKR1B10	-2.2835
TIGD6	0.7275
RGS16	4.165
URB1	0.1755
OR4C46	-0.0495
TOP3B	-0.9735
NFATC4	1.7595
CA14	-1.65575
BMPR1A	-0.3305
SNRP70	-0.651125
PRL	0.201
C6orf130	-1.20075
STAG2	-0.2135
CD55	-0.489357142857143
RPS23	-0.373666666666667
SSX2	-0.746166666666667
FDPSL2A	-1.41325
FBXO27	3.047375
SYNGR3	-0.655666666666667
TMSL3	1.2895
EML1	-1.9815
NUP93	-1.03575
SMAD3	-0.9965
KIAA1189	0.980166666666667
HNRPUL2	0.536833333333333
TBC1D12	0.409166666666667
C16orf24	1.5015
MRVI1	1.09816666666667
ZNF581	-0.862833333333333
ELOVL3	-0.5385
OR51Q1	-0.36575
CACNB3	2.055
GALNT13	-1.17925
C10orf84	1.45875
NEDD4	-0.2558
SPO11	-0.411
OR5AU1	0.0995
NEK4	0.929071428571428
PRKAR2A	0.1895
IHPK1	-0.586
ATP6V0B	0.366375
CACNA1E	2.262
CEACAM8	0.430166666666667
PEX14	0.4435
FLJ12993	5.3185
ZBTB38	-0.3835
PCTK2	-0.808
LRRC16	1.1803
FBLIM1	0.974583333333333
FYCO1	1.8605
RP5-1022P6.2	-0.753083333333333
CMTM1	-0.1705
PLTP	0.317666666666667
RAPH1	1.4175
DOCK8	0.968875
EZH2	-2.31393333333333
SLC25A1	0.981
PLEKHB1	0.3196
GRB7	4.1166
ZFP37	-1.78
MRPL33	-0.88325
PELO	-1.99525
ARMC1	-0.0517272727272727
C9orf27	-0.0677142857142857
FLJ25778	0.579
C9orf37	-1.19033333333333
TMEM66	-2.037
SPRN	-0.01975
HBEGF	1.261375
PI4KA	-0.8955
LEPRE1	-0.291
POU2AF1	-4.658125
MRPL12	-0.376666666666667
REP15	-0.3015
ZC3H3	0.9635
RASAL1	-0.756
DDAH1	2.0985
ACBD5	1.61175
TMC2	-0.0355
CCDC137	-0.0755
SAMD13	1.09966666666667
UGT2B15	-4.507
TIPARP	-0.644
DNASE1L3	0.35975
TRIM72	0.604
DBX2	0.4475
IPO8	2.17975
C21orf88	1.8432
MAP3K14	-0.2105
LOC51233	0.767166666666667
GGTLA4	2.158
PDE6D	-0.43225
ZNF117	-0.45375
CLK2	-0.888375
NKRF	0.25875
TNFSF15	0.3623
DUSP2	0.1
SECISBP2	0.4012
GABRR2	0.2805
PPAP2C	1.438
LOC51145	0.102
PAG1	-1.057
PIK3C3	-0.3765
GNG10	-1.357
APOL4	0.410833333333333
ANKRD28	-0.450875
STMN3	-0.7971
RAB14	0.6261
CDK2AP2	-0.877
HDDC3	-0.363
COMMD7	-0.673625
CXXC1	-0.60975
HMCN1	-0.221166666666667
CD40	0.40725
DYNC1LI2	0.3843125
GDI1	1.6455
LOC646938	-0.0965
VSNL1	-3.50016666666667
PIH1D1	-0.3395
RAET1G	1.4065
KRTAP5-9	0.5
EFTUD2	-0.07775
ZNF311	-1.8036
ATP6V1G3	0.4285
OR2W3	-1.17875
SCN4A	0.91
MED10	-2.165625
FAM135A	-1.4878
ARHGAP4	-1.02875
EHMT2	-0.096875
UFD1L	0.46725
ERMP1	-0.139
MAG1	-2.094
THAP8	0.358833333333333
HACE1	-1.12966666666667
FAM82C	-0.118166666666667
C3orf20	0.466
UNC84A	-0.229
SCD5	0.492785714285714
LASS6	1.86475
LSG1	0.617916666666667
MAL	-5.1465
GPR22	-0.643
WDR5B	0.18325
ACTRT1	0.5995
C17orf60	-0.6855
GRIN2C	0.9568
ARMC8	-0.543166666666667
SLC47A1	-2.50333333333333
DMPK	0.37925
DHRS13	2.46816666666667
SMC1A	-0.227833333333333
KRTAP17-1	0.6375
SMYD5	-0.94025
TUSC2	1.30725
CRHR2	0.834
KIR3DL2	0.279
CCDC104	-0.132
ATP2C1	-0.34725
CROT	-1.678
PABPC3	-0.2415
EGR1	1.812
THSD1	1.17075
KHK	-2.124
SLC12A2	0.217375
CD58	-1.78725
STOX2	-1.15866666666667
CCDC76	-0.5855
CCDC48	6.26275
DNAH1	-0.1535
ZIC4	0.093
OR1G1	0.705
PSMC6	-1.83466666666667
PROKR1	0.277
ABCB1	-0.804625
TRAT1	-1.91875
LLGL1	0.1575
MTF1	2.31275
USP54	0.321
PAGE2B	-1.925
ITGB7	-3.03875
CCDC81	-0.5045
LOC149837	-0.3535
SCUBE1	-0.077
ZSCAN10	2.079
HUWE1	0.251214285714286
CDH17	-0.056
CD180	-0.592
IL17A	0.183
TMPO	-2.12875
KIAA1524	-2.17266666666667
HDGFRP3	-0.665833333333333
OXCT1	-1.53090909090909
RRAS2	-3.1625
LTBP2	2.3065
SV2B	1.8095
CYP2A6	2.09025
PKD1L2	-0.868666666666667
PPM1M	-0.27525
FLJ22662	1.75333333333333
ZNF502	-0.285
GP6	-0.93975
CRYBA2	-0.7505
LEF1	-2.1126
CTPS	-2.53285714285714
EYA1	-2.65283333333333
EPS8L1	2.28875
MAPK14	-0.723916666666667
SERPINB2	-4.659875
GTF2F2	0.490666666666667
ZNHIT4	-0.3615
PLA1A	0.198125
C20orf114	5.84375
HPR	-3.52
C18orf2	-2.52533333333333
SATB2	1.70225
KCNJ9	0.186
MGC157906	0.563
MOCS3	0.6185
C17orf71	-0.716166666666667
PPHLN1	0.4692
HIST1H2BN	0.113625
RAPGEF1	-0.042625
MAP3K8	-0.23875
DLG4	0.687166666666667
STC1	-0.429166666666667
CDGAP	1.02625
DDX26B	-2.17575
LOC150223	-0.6405
CPSF3	-0.343333333333333
TMEM14A	-0.481
MYH3	-0.972
GPKOW	-0.59025
SULT1A1	0.529333333333333
SPON1	3.527
YY1AP1	0.029
RAB23	-0.68775
PLA2G4A	-5.0465
MAPRE3	-0.91875
ZNF516	1.065
GGPS1	1.09225
EXOC3L2	0.463375
C19orf42	-0.6971
MAP2K2	-0.7505
HIST1H2BB	0.1475
RNF19B	1.07383333333333
C6orf128	0.5365
TLR8	1.3615
PCDHA9	-0.6225
CARS2	0.61925
CLUL1	1.84266666666667
RHAG	-3.739
UNK	0.4665
EXOC8	0.0998
C9orf95	0.5015
C14orf143	0.372166666666667
MAML3	0.24275
LDHA	-3.4535
MRPL20	-0.563125
KLHDC6	0.216166666666667
ATP5S	-0.1295
C8orf55	0.266
PHF19	-2.475375
KRTAP13-4	0.706
TTC5	-0.88925
XKR5	-0.906
SILV	-4.10766666666667
TEX28	-0.476
TCTN1	0.99
CX40.1	0.66125
PPP2R5C	0.2
C12orf30	-0.544833333333333
CAPG	2.33825
MPZL1	0.08705
ARSB	-1.26966666666667
TDH	-2.77525
WASF4	1.80225
TSSK3	-0.525833333333333
7A5	3.085
CRISPLD1	-0.78225
MAD1L1	0.291
SPIN4	-0.494166666666667
AMPD1	-1.1465
DPYSL5	-1.1345
INPP1	-0.94
ANKRD11	0.548388888888889
NPAS4	-0.094625
GCET2	-0.5846
RNASE9	1.101
GUCY2D	0.161166666666667
CCDC98	-0.529
FGF4	-0.69475
CPM	0.456
SLC26A4	-1.98683333333333
PLD5	-0.43975
FAM59A	1.1915
FBXO5	-2.72533333333333
SIPA1L1	0.663875
DPYS	0.2865
ATG4D	0.05275
TGM3	1.123
MTCH1	-1.4645
HK1	0.621071428571429
CDC26	-0.6975
GALNT12	-0.404333333333333
LOC339229	0.48825
MRPL35	-0.098125
ORC4L	-0.467
TNKS	-0.165285714285714
C2orf24	0.101166666666667
ZNF553	1.38433333333333
GGTLA1	3.1523
ZNF497	-0.23825
CDY1B	0.21425
SLC30A4	0.759
TUB	-1.693
ARHGEF18	-0.80725
ARRB1	-0.688
KCNK1	3.782625
EREG	-2.8425
SCAMP5	0.7525
RUNDC3B	1.59075
ADAMTS20	-0.03525
IL17RB	-0.409
FLJ20323	-0.93275
MCAM	1.001375
POLR3E	-0.904166666666667
AQR	0.387833333333333
IPMK	2.079
CDCA7	-3.91575
CAMP	6.944
GRHL3	2.24625
ADAMTSL2	2.3735
CLMN	1.29366666666667
SSTR3	0.931
MAGEA5	-1.6625
OVOL2	4.14625
JMJD1B	-0.16025
RBL2	-0.1042
PYGO2	1.65875
PPP1R10	2.19033333333333
CSE1L	-2.34633333333333
LCA5	1.4665
RDH16	1.1385
ASRGL1	-2.017125
TOM1	0.539333333333333
PTX3	-6.23975
TTC15	1.26525
SCGB3A1	4.16666666666667
MRPL50	-0.95825
RCAN3	1.7305
SLC26A11	0.52975
STYX	-0.911666666666667
CINP	-0.1205
MARCH7	-0.62
PFKM	-2.1185
SGMS1	0.597166666666667
RIOK3	-0.2973
C1orf110	-0.063
CES7	-0.339875
LOC440248	-2.063
PPP1R12C	-0.6105
C10orf27	0.81
ATG9A	-0.6405
MRPS26	1.747375
TMEM40	3.70875
ELP3	-1.2776
ZNF787	1.2033
HIAT1	-1.116625
C8orf34	0.547
MGC4655	-0.038
PELI1	-0.0886666666666667
PPT1	0.579
SLC35C2	-1.14
C6orf125	1.29275
MUC4	-1.24183333333333
RFC4	-3.03014285714286
GNB2	-0.4905
NUP50	0.195428571428571
SULT4A1	-1.94616666666667
C7	0.935
CCDC130	1.04116666666667
ARRDC4	-0.27325
RQCD1	-1.79825
GLYCTK	-1.14075
AYTL2	-0.482272727272727
MTUS1	1.2527
LEMD3	-0.254
PLEKHF2	1.4765
HOXA7	0.580125
GTF3C2	-1.95
DYNLRB2	5.773
CNOT10	-0.0365
MR1	-0.269833333333333
FFAR1	-0.01975
PRIC285	0.654
SLITRK6	3.916
LIX1	-1.5665
UBE1L2	-0.566
F8	-0.074625
ACHE	0.741833333333333
KPNA5	-0.02075
TNFRSF12A	-0.331166666666667
EGR3	3.4715
SERPIND1	-2.74983333333333
OASL	2.2455
IFRD1	-1.889375
WDFY1	-0.2735
ZNF267	-0.825375
ACCN5	0.273
ZBTB6	-1.1565
PPP1R3A	0.3915
PRRT3	2.804
FBXL19	0.295
TXNIP	0.468214285714286
ACTN2	-1.0815
ATG9B	-0.419125
C9orf117	2.378
IL27	1.1285
RPL36AL	-0.0758333333333333
KLK15	0.5775
CHAD	1.8415
RAP2B	-0.2822
HEBP2	1.252
ZNF342	1.0235
CAMK2G	0.671333333333333
TLR3	-0.357
FGF14	0.17525
HMGB2	-1.73225
TRPM5	1.73766666666667
OR5M11	0.6845
KIF3B	0.492052631578947
PRICKLE2	1.08725
MTMR9	-0.6865
C3orf27	0.78175
GLRA3	-1.379
NSDHL	-0.324166666666667
TMEM32	-1.47925
POLR2D	-1.36583333333333
MYADML	0.924
C9orf114	-0.435
MRGPRX1	0.216
TOPORS	1.3515
CLDN19	-0.9585
C1QL4	-0.014
RNF165	1.633
DHRS9	-0.02975
DNAH2	0.151333333333333
FXR1	-1.0105
ZMYM3	-1.164125
CASP3	0.637
FAM120C	0.810625
SCLY	-1.003
CA7	-1.039
ENTPD5	2.07083333333333
ZNF461	0.075625
PDIA5	-0.983
C1orf19	-0.548833333333333
TMEM67	0.235
KCTD20	-0.53675
WDR47	0.0605
FLJ38723	3.9965
KLRF1	0.0838333333333333
TAS2R16	0.028
CLDN12	-1.17575
PRKCE	0.63675
UBXD4	-2.42275
ITGAM	2.59083333333333
GLT8D3	0.054125
WDR31	1.1727
RGS2	0.73725
OR51L1	0.9845
MST1R	-0.622
KIAA1737	0.41125
OR4A5	-1.1235
GLIS1	-1.273
PTMA	0.560571428571429
NAPA	1.3255
PRDM11	-0.1795
LIPF	-0.612
DIRAS3	-1.18075
ASGR2	-3.7085
C1QTNF4	1.057
PIK3R4	-0.6965
ARMC3	4.36375
NDUFV3	0.583666666666667
BTBD3	-0.554333333333333
PPP1R2	1.28783333333333
UBE2NL	-0.27625
FOSL2	0.972071428571428
FAM119A	-1.115
TUBA4A	-0.6319
KRTAP12-1	0.51275
SFRS2	-1.61875
RHPN1	1.16
EEF2	-0.911333333333333
ZDHHC11	1.06666666666667
EPHA3	-1.092
RBM12	-0.48425
H2AFJ	1.76716666666667
EDIL3	3.269
KIF26A	-0.19875
SERGEF	-0.476
B3GALT4	3.32675
LOC90925	-0.214
OSCAR	0.14275
NPFF	1.504375
DEDD	0.714875
TMEM155	-0.955125
PTPN1	1.859
SCYL2	0.057
SKAP1	-0.21975
LEAP2	-2.6515
GADD45G	2.7864
IFITM3	0.645375
PILRB	-1.6825
SLU7	0.0904375
DSC3	-1.03025
DNMT3L	-0.63375
PAPD5	0.437
B3GNT3	0.910166666666667
LHCGR	0.7525
MSL-1	1.33675
UBE2S	-1.358375
SAP130	-0.4265
ANAPC11	1.051
MAGED4B	-1.5385
ATP6V1B2	-0.124
C14orf179	1.847625
CAPZA1	0.087625
CDYL2	0.0201666666666667
GLRX3	-1.717
LOC136288	-0.271
MOBKL1A	0.60625
HTR2B	1.91125
CRYGD	0.0006
NUS1	-1.1015
PGRMC1	-0.8745
MYOM2	-0.6705
FLJ39653	-1.51666666666667
CHM	-0.6776
OR5M8	0.7435
ZNF619	-0.649
FAM105A	-0.00625
CCNL1	-1.598375
NAP1L3	-0.21425
C10orf57	1.85766666666667
B3GALNT1	0.0306666666666667
CSN1S2A	-0.46
TCP10L	1.2945
GDAP2	0.52275
DMKN	1.7405
COX6B1	1.04975
DNASE2	0.8455
MSH5	-1.62
LGMN	-0.46625
USP31	-0.2917
OR13C8	0.9165
SDCBP	-0.4956
NUDT11	-2.59716666666667
PYGL	0.0563333333333333
SNPH	-0.914833333333333
B3GNT4	-0.8025
MIZF	-1.7805
NUBPL	-0.551125
NOD1	0.0278333333333333
CDH22	-0.25075
NUBP1	-0.266833333333333
DSCAM	-3.62475
DGKI	-0.7835
FAM136A	-0.90775
AKAP1	0.306666666666667
SLC16A6	0.7595
RIN3	0.28825
PSG2	-0.29325
DIP2B	0.46775
PSORS1C1	-0.3503
KIAA0495	-2.099
FLJ90709	-0.0321666666666667
LPA	-0.0508333333333333
PIGA	-1.10116666666667
LY75	1.20083333333333
UTS2	-5.70083333333333
RREB1	0.74375
GALNACT-2	-0.3308
MGC3196	0.50325
FLJ31568	-0.178
LPHN1	0.88525
SP1	0.587875
TOX4	0.518333333333333
HSPA9	0.1761
APOBEC1	0.167
SLC35E4	-1.139
LSM5	-0.82325
SURF1	0.31725
ZBTB1	-0.244416666666667
GTF2F1	-0.363375
RPS15A	-0.242928571428571
DUSP21	-0.1115
GINS4	-3.16416666666667
MYO15A	1.9895
GIMAP7	3.67825
MGC13379	0.1635
ATP6V1E2	-0.619666666666667
UTP3	-1.1845
HNRPA3	-0.507875
MT4	0.288
C14orf155	-0.1775
U1SNRNPBP	1.62075
CKLF	-0.729666666666667
PLEKHN1	3.047
MBNL1	-0.188833333333333
NUP160	-2.384
ACSM2A	-0.89925
LOC129881	1.19925
KIAA1529	0.42925
FLJ22639	-1.62675
HAND1	-1.0015
GSX1	0.8555
FGA	-3.758375
SERPINB1	-0.38675
ZNF642	0.86
IGFBP1	-7.732875
SLC1A1	2.413
DHX57	-0.41375
ZNF766	0.35
PTPN21	-0.0271
GDPD3	3.1935
PNPLA5	-0.107
TBR1	0.0876666666666667
FAM116A	0.07675
IQGAP1	-0.114375
FOS	2.14575
ZNF226	-0.581125
FIGNL1	-0.813166666666667
C14orf1	-0.629333333333333
ZMYND17	-0.0195
PUS7	-1.14933333333333
TUBB6	-0.867
KCNQ2	-0.8535
MARCH6	0.333416666666667
CCDC33	1.1045
PRODH	0.578
RBM11	-2.66775
EPHA6	0.03925
SLC43A1	0.4515
LOC196541	0.5205
NTN1	1.0635
ING4	-0.58525
PCDHB10	0.1585
DPH2	-1.61716666666667
SPACA4	0.5685
FBXL21	-3.4165
DIAPH1	-0.7275
ZNF71	0.111666666666667
CEP76	-0.7275
CORO1A	-0.331
RRM2	-3.957625
EDG4	-0.07775
OS9	0.911666666666667
SLC4A1AP	-0.152
COG5	-1.77125
COPS8	-1.50425
NGLY1	-2.047
NCBP2	0.2805
C17orf42	-1.79166666666667
GPSM3	1.873
SIL1	0.791166666666667
ASB6	0.0545
SMAD5OS	-0.913333333333333
UNC93A	-2.75085714285714
A1BG	0.0126666666666667
C21orf62	0.85675
FMO5	0.819
ATRIP	0.0815
CEBPG	-0.269166666666667
C7orf38	-0.569833333333333
TNFRSF1B	0.662
CLEC1A	1.01466666666667
IQSEC1	0.00675
PATZ1	1.4463
RBM22	1.75175
BAG2	-2.55883333333333
PAQR5	-0.490833333333333
C9orf127	1.5842
THNSL1	-2.90875
SHROOM3	2.158
JAM2	1.866
SNRPN	-2.6045
ALX4	0.0595
CACNA1S	0.023
FAM130A1	1.081
CORIN	1.261
CD300LB	0.7505
PLEKHG6	0.6875
LRRC40	-1.518
PCLKC	-0.70025
PCDHB16	0.4435
WNT2B	1.35083333333333
ASNS	-3.32088888888889
MRPL49	0.353875
FLJ46111	0.6805
ISG20	-0.984625
SMU1	0.649333333333333
CASZ1	0.242
POLR1D	-0.337666666666667
GIN1	-1.15475
SNAG1	-0.497333333333333
ANKRD29	0.44625
CDKN2AIP	-0.0645
KRR1	0.146
CXCL1	-4.598
EPM2A	-1.1239
PC	0.0113333333333333
DEFB127	-1.735
PDZRN4	1.75783333333333
FAH	-0.151625
OR51E1	2.5225
CDC2L6	0.991333333333333
DNTTIP1	-1.1655
PAX8	0.27725
TMEM116	-0.458
C1orf150	-0.065
PRO2012	0.397
MRPL40	0.437166666666667
BEX1	-3.1979
SLC2A4	0.0516666666666667
PKMYT1	-1.46625
FEZF2	-0.33
SLC26A9	-1.463
MAP2	-0.2325
LYL1	-0.49375
SLC25A19	-0.5
NOS3	1.194
ZNF34	1.13833333333333
TMPRSS11F	-0.76475
FAM43A	0.223
FCRL4	-0.255
KLF14	1.26725
FLRT2	0.0486666666666667
WRN	-2.118
SDF2	1.7412
KRT8P12	1.42975
C6orf195	0.4
C9orf125	-1.44433333333333
DZIP3	-0.306625
RIT1	-0.0314166666666666
SCML1	-2.7195
RHBDF2	0.042875
OR2G3	0.0395
REXO1L1	-0.303
MAP3K7IP3	-0.30925
C3orf57	-5.783
FBXW11	-0.326833333333333
ETAA1	-0.6375
C14orf131	0.5949
AKT1S1	-0.24975
SLC12A5	-0.80625
C9orf164	-0.52375
NRIP3	-0.506
NOS1AP	0.46275
TMEM121	2.79175
SAP30BP	-0.4394
DGCR6	0.76425
WDR76	-2.18425
FAM82B	-0.1245
LOC606495	-0.7235
MAP9	-0.492916666666667
BCDIN3D	1.077
CXorf36	3.47766666666667
DSCR3	-0.5932
ZFAND3	0.377625
C7orf43	0.844666666666667
SPSB3	-0.0365
C19orf19	1.17425
FAM133A	-2.218875
C12orf25	0.414
SLC39A3	-0.339125
DISP2	1.36275
PI4KAP2	-2.3645
MKRN3	-2.41966666666667
ADAMTS13	0.941375
CBLN3	-0.0391
TTYH1	0.6625
C3orf18	1.40575
FLJ13236	0.01975
ZMYND12	1.8825
C18orf25	0.035875
GLB1L3	-0.772
ATP13A5	0.481
RANBP10	0.281
CD96	-1.4526
DENND1C	-0.11775
RBMS3	0.8618
SLC41A3	0.122333333333333
DGCR6L	0.409
TMEM128	-0.0276666666666667
CSNK1G3	-0.410214285714286
MOBKL2C	0.539375
TSPAN6	-0.89175
MATN2	-1.4403
MSL2L1	-0.132333333333333
ST6GALNAC2	1.38133333333333
FGFBP2	-0.45875
FGL1	-6.443
MPP3	-0.268166666666667
ARHGEF6	0.543333333333333
TGFBR2	-0.047875
ACMSD	-1.50833333333333
IL33	2.48325
C9orf5	-1.1325
DEAF1	0.0251
AMN	1.7855
DEFA6	0.00812499999999999
RNF212	-1.2625
METT5D1	-0.300333333333333
CIB1	0.2025
TSSK1B	0.29425
KIAA1727	-0.4975
ZNF680	-0.368333333333333
LOC399900	-1.31
LOC152217	-0.225583333333333
CTNNAL1	-4.102
CIT	-1.79183333333333
TLE6	2.4305
ZNF607	-1.2485
HERC4	-1.11683333333333
DRAP1	0.1158
PEMT	-0.20775
C10orf111	-1.14
ZNF575	1.506875
KCTD7	-0.2105
MYO1F	0.84425
LOC285382	-0.20825
RAB11A	-0.2585
PLCD3	-0.2015
C15orf28	-0.23325
PTBP2	-1.401625
CTB-1048E9.5	-0.760375
C19orf60	1.552
C7orf25	0.5995
SETD7	0.448
HOXB9	-4.308
VANGL1	0.2314375
CHAF1B	-2.65275
NDUFA3	1.08325
KIAA1328	0.141666666666667
SHARPIN	0.519625
TTC23	-0.116625
UGP2	-0.2145
ANKIB1	0.349
CIRBP	0.0605714285714286
SEC14L4	-1.551
OVCH1	-0.4455
VPS52	-1.07825
FAT	-1.052
M6PRBP1	-0.276
GPRIN3	-0.974
PPM1F	0.615833333333333
TSR1	-0.75925
CCDC85A	0.7415
PCSK5	2.1865
ZFHX3	2.325
HEMK1	-0.5669
PGBD2	1.0365
RSRC2	-0.231166666666667
AURKC	-2.08766666666667
SCRIB	1.235
ORM2	-1.96483333333333
FAM115A	0.7825
FZD6	-0.283625
UNC119	1.131
GPX3	-1.0859
NOV	-0.27625
CABC1	0.0365
CDC42SE2	-1.301375
EIF2S2	-1.7954
RNF130	0.700625
CKAP5	-1.31983333333333
RP11-413M3.2	1.346
C10orf18	0.1438
TMEM93	0.0485
DYX1C1	1.884
KCNMB2	-2.416
ANK3	0.900416666666667
KRT5	-2.4403
CDH12	-0.278
QRSL1	-0.72525
JUB	-0.6195
SHC4	-2.836875
CCL15	2.14783333333333
CCDC22	-0.437
SNX24	-0.0485
RARS	-1.1385
MORC2	1.181
FAM48A	0.35275
MT1H	-0.9845
PPP1R14C	-3.7435
FOXD1	-0.476714285714286
C1orf213	-2.02425
AMT	-1.3982
DSN1	-2.4115
PTPLAD2	2.395
DIS3L	-0.83
RASL11A	2.32175
GPRC5B	-0.064375
FRMD7	0.299
STRN4	1.01475
KITLG	1.14740909090909
HDGF	0.7335
OR1S1	0.1795
SETX	0.4964
DDR2	0.021125
KCTD12	1.52875
LYZL2	3.303
WDR52	0.952
TMEM2	0.973625
ZNF579	1.58316666666667
LOC200810	0.716
TNFSF9	-1.440875
PPFIA4	-2.87325
CNIH3	0.236333333333333
MAP4K4	-1.70321428571429
ROD1	0.637142857142857
ALS2CR12	-0.851666666666667
DOCK3	-0.884833333333333
PAQR9	-3.4105
ASB17	-0.1845
STX16	0.0345
FEZ2	-1.14883333333333
DLAT	-0.285166666666667
KIF21B	-0.842333333333333
CDC5L	0.05075
TMEM119	1.13633333333333
CRIP3	-1.1775
TPSD1	0.195833333333333
TEPP	1.06425
GNGT2	1.79
C21orf121	0.81475
WNK1	0.6125
FLJ10490	1.9153
OR51B5	-1.8535
LOC203547	-0.87425
HAS1	0.8795
PPA1	-1.22833333333333
ST7	-0.92425
C11orf46	-0.7845
POPDC3	-3.7895
ACOX2	3.99016666666667
ATCAY	0.219083333333333
TM4SF19	-1.031
MFSD9	0.453
PDHB	0.00349999999999999
ERN1	0.06725
LCE3C	0.331
GPR111	0.074
NOTCH3	2.88483333333333
ADAMTS5	3.6995
B3GALT1	-1.0275
UGCGL1	1.59683333333333
FAM58A	0.99
FBXO32	0.5705
CLPP	-0.2965
NXPH1	3.34175
MTMR3	0.8425
ATP1B3	-1.509875
TMEM16A	4.22975
HIST1H3F	0.575
TRIM25	-0.224333333333333
SDCBP2	-0.959
CRKL	-1.085375
HOXB2	1.25133333333333
ANP32B	-0.168
GATM	1.538
AP4E1	-0.160125
EDG5	0.728625
CDKN3	-3.3565
CDH4	-2.48325
PGD	-1.56116666666667
RND1	1.1725
GAD1	-3.1765
MPG	0.11475
LOC440350	0.099
ZNF133	0.06175
SERPINB12	0.414
AMELY	0.509833333333333
DHX36	-2.0175
TNFAIP8L2	3.38833333333333
PHTF2	0.248777777777778
CCDC112	-1.04
IQCC	-1.25175
HEYL	3.56733333333333
FTSJ2	-0.131333333333333
APPL1	1.269125
RAB43	0.417642857142857
OR10G2	0.4195
WAC	0.2965
ADCY9	0.711125
RUNDC2B	0.9175
PYCRL	1.18
AGPAT7	-0.545666666666667
SLC22A9	-1.104
CDKAL1	-0.071
PDYN	-0.699666666666667
C20orf74	1.103
MTMR11	1.18275
VAV3	2.71791666666667
DAPL1	-2.76975
STXBP3	0.104
EIF3G	-0.16775
ARHGAP22	0.46025
NPFFR1	0.645
NPC1	-0.431666666666667
ALDH9A1	1.48516666666667
ZNF600	-0.163125
ZNF678	-0.400833333333333
RASSF1	-0.294416666666667
ADD2	-2.371
PITPNB	0.434
PKD2L2	-0.031
LRP11	-0.2665
CDKL1	-0.6725
SMEK2	0.00100000000000001
PRODH2	-2.57066666666667
C11orf54	-0.526333333333333
SFRS11	-1.00716666666667
IL7	-1.30666666666667
ALS2CR16	2.67275
BTG3	-2.6395
PAK2	-0.345666666666667
RP11-679B17.1	-2.3875
GATA4	-1.47683333333333
ATP2B1	-0.28375
LOC130940	-0.3495
C1orf172	2.582
ATF7IP2	-2.764
SLC25A43	-0.216333333333333
CENTG3	0.422333333333333
IGF2BP1	-3.5936
FCHSD1	1.2975
CAMK2N2	1.884
ELAVL3	-0.1152
NBPF15	-0.277166666666667
UBE2J2	-0.54275
GNL2	-0.18025
PRR3	0.1408
NLF2	2.4085
OR4F6	0.594
KLHL24	1.04266666666667
CCDC88A	-1.7539
SGPP1	-0.371166666666667
C10orf11	0.592833333333333
SLC35B4	-1.56883333333333
UGT3A2	-1.999
ARNT2	2.4037
CBR1	-2.1525
ITPR3	-0.132833333333333
TRAPPC6B	-0.3479
AMZ1	3.0175
ARP11	0.43625
WDSUB1	-1.13125
APBA1	0.367666666666667
RAB2A	1.0969
C6orf162	-0.384875
HPSE2	0.1685
PLCE1	-1.51575
INSL3	0.58225
DLG1	0.1111
PTPLA	-4.1005
PIGX	-1.3735
TFIP11	0.469
FIBIN	2.9205
POLR2G	-0.802
GRAP2	-2.4292
DNAJB8	0.1175
CNBP	-0.140666666666667
WASF1	-2.3005
INPP5E	-1.4593
HSPB1	1.4226875
TMEM167	-0.2197
CUBN	0.0845
IGF1	3.5554375
ITPK1	0.5708
NAALAD2	-2.1725
G3BP1	-0.4129
NT5DC1	0.09275
CYP39A1	-1.5755
TMEM139	2.0055
POLK	-0.7874
GLULD1	-1.374
RBM15	-1.2815
AMZ2	-0.29575
GDF15	-1.9255
MESDC2	-1.105
INCA	-0.428333333333333
ACY1L2	-3.542
GZMM	-0.256333333333333
PAIP1	-0.051
CACNA2D1	-0.13075
STK32C	0.707833333333333
SH3BP4	-0.1405
DEC1	0.7325
PADI1	-0.337
UBB	0.2118
PON3	4.47516666666667
PROP1	1.404
ANKRD13B	2.5445
ADCK1	-1.4995
TCF25	0.368166666666667
SLC38A5	-2.3185
CXorf26	1.3045
C19orf39	2.06425
PPP1R13B	1.9565
ARL2	-1.0635
TCL6	0.348916666666667
TOP3A	0.3305
SLC16A14	0.37525
FXYD6	1.77233333333333
HIST1H4E	0.656
BBC3	1.16121052631579
UNC5A	0.704166666666667
FAM86C	0.1691
PI4KB	-0.20575
B3GAT1	-3.537
SUSD2	2.092
OAZ2	-0.595333333333333
NOC4L	0.29075
C10orf12	-0.574
FADS1	-3.354
LOC144097	0.56625
DKK2	1.7555
KIAA1949	-0.09875
RHOT1	-0.1489
OXT	1.94933333333333
GPR153	1.994
ARL4A	-2.33516666666667
SAAL1	-2.705
CCDC64	0.2555
USE1	-0.458333333333333
HNMT	-0.223666666666667
PCGF3	0.415875
CYP2C19	0.2365
C20orf4	-0.1925
CCDC11	4.318
ACSBG2	0.1845
RWDD2A	0.05575
PALLD	1.5165
CPLX4	-1.034
LOC492311	0.05025
KPNA2	-2.5815
