Hybridization REF	TCGA-C8-A12T-01A-11R-A115-07
GTF2E1	0.49275
RY1	0.0638333333333333
ATAD2B	-0.246875
ARHGAP17	-0.263
KCNIP3	-1.241
SFPQ	0.453875
GFRA4	-0.541166666666667
AKR1B10	-0.78825
TIGD6	0.807
RGS16	1.755
URB1	-0.0441666666666667
OR4C46	-0.166833333333333
TOP3B	-0.79875
NFATC4	0.3385
CA14	-5.0715
BMPR1A	0.3725
SNRP70	-0.1165
PRL	-0.202666666666667
C6orf130	-0.37825
STAG2	-0.09925
CD55	0.043
RPS23	1.75816666666667
SSX2	-1.69433333333333
FDPSL2A	-0.8615
FBXO27	1.23875
SYNGR3	-1.34016666666667
TMSL3	0.6685
EML1	-0.565
NUP93	-0.251333333333333
SMAD3	-1.0809
KIAA1189	3.107
HNRPUL2	0.763166666666666
TBC1D12	2.18816666666667
C16orf24	-0.02925
MRVI1	2.154
ZNF581	1.31066666666667
ELOVL3	0.9755
OR51Q1	0.02025
CACNB3	-0.0805
GALNT13	-0.232375
C10orf84	1.573
NEDD4	0.4411
SPO11	0.428
OR5AU1	0.4385
NEK4	1.08507142857143
PRKAR2A	0.837666666666667
IHPK1	0.205166666666667
ATP6V0B	-0.111625
CACNA1E	-2.048
CEACAM8	0.614166666666667
PEX14	0.056
FLJ12993	3.2515
ZBTB38	0.13
PCTK2	0.057
LRRC16	-0.3064
FBLIM1	1.16158333333333
FYCO1	1.017
RP5-1022P6.2	-0.7015
CMTM1	0.710166666666667
PLTP	1.16016666666667
RAPH1	0.7435
DOCK8	0.971875
EZH2	-0.939466666666667
SLC25A1	-0.477833333333333
PLEKHB1	-0.4484
GRB7	1.7476
ZFP37	0.096
MRPL33	-0.29875
PELO	-0.0475
ARMC1	0.381272727272727
C9orf27	-0.299666666666667
FLJ25778	0.6065
C9orf37	-1.68833333333333
TMEM66	1.5345
SPRN	1.1045
HBEGF	0.17
PI4KA	-0.569
LEPRE1	-0.16175
POU2AF1	-3.232375
MRPL12	-0.5665
REP15	1.291
ZC3H3	0.52925
RASAL1	-1.77525
DDAH1	1.508875
ACBD5	1.0115
TMC2	0.6505
CCDC137	-0.93875
SAMD13	-0.1325
UGT2B15	-1.55816666666667
TIPARP	-0.715
DNASE1L3	-1.68225
TRIM72	0.8145
DBX2	0.3675
IPO8	0.55025
C21orf88	-1.5748
MAP3K14	-0.514
LOC51233	-0.0585
GGTLA4	0.55775
PDE6D	-0.325
ZNF117	0.2785
CLK2	-0.3735
NKRF	-0.73825
TNFSF15	1.7267
DUSP2	-0.347125
SECISBP2	-0.5074
GABRR2	0.164
PPAP2C	0.873
LOC51145	0.0755
PAG1	0.019625
PIK3C3	-0.11975
GNG10	-0.5045
APOL4	1.09283333333333
ANKRD28	-0.158375
STMN3	-0.1185
RAB14	0.7779
CDK2AP2	0.22425
HDDC3	-0.682375
COMMD7	0.0285
CXXC1	0.1885
HMCN1	0.402333333333333
CD40	0.78725
DYNC1LI2	1.13675
GDI1	0.30525
LOC646938	-0.083
VSNL1	-1.32766666666667
PIH1D1	1.30333333333333
RAET1G	0.1075
KRTAP5-9	0.369
EFTUD2	-1.19
ZNF311	1.169
ATP6V1G3	0.1475
OR2W3	0.12425
SCN4A	-0.3565
MED10	0.007125
FAM135A	-1.1172
ARHGAP4	-2.00425
EHMT2	-0.3305
UFD1L	-0.297
ERMP1	0.88575
MAG1	-1.63266666666667
THAP8	0.259
HACE1	0.0301666666666667
FAM82C	0.253
C3orf20	0.684
UNC84A	-0.347666666666667
SCD5	0.231285714285714
LASS6	1.494625
LSG1	0.368666666666667
MAL	-5.2205
GPR22	-0.8355
WDR5B	1.64375
ACTRT1	1.118
C17orf60	0.338166666666667
GRIN2C	-0.0883
ARMC8	-0.210833333333333
SLC47A1	-1.80366666666667
DMPK	-0.26475
DHRS13	0.2735
SMC1A	-0.00450000000000001
KRTAP17-1	0.23275
SMYD5	0.15125
TUSC2	0.01725
CRHR2	0.466
KIR3DL2	0.285
CCDC104	0.27275
ATP2C1	0.829625
CROT	0.793
PABPC3	1.22666666666667
EGR1	-0.207333333333333
THSD1	0.65
KHK	-0.888
SLC12A2	2.8909375
CD58	-1.168
STOX2	-1.2965
CCDC76	-0.4515
CCDC48	2.60725
DNAH1	-0.3905
ZIC4	-0.535625
OR1G1	-0.302
PSMC6	0.317666666666667
PROKR1	-0.1385
ABCB1	-1.175875
TRAT1	-1.7335
LLGL1	0.321
MTF1	0.7955
USP54	0.621375
PAGE2B	-2.401
ITGB7	-3.68725
CCDC81	0.315
LOC149837	0.30575
SCUBE1	0.5185
ZSCAN10	-1.8145
HUWE1	-0.0395
CDH17	-0.7805
CD180	1.362
IL17A	0.17475
TMPO	-0.99925
KIAA1524	-0.402
HDGFRP3	0.198166666666667
OXCT1	-1.96054545454545
RRAS2	-0.619
LTBP2	2.944875
SV2B	0.1235
CYP2A6	0.32425
PKD1L2	-1.26933333333333
PPM1M	0.91375
FLJ22662	0.853666666666667
ZNF502	0.4685
GP6	-0.2155
CRYBA2	-1.42925
LEF1	-1.6926
CTPS	-1.59885714285714
EYA1	-3.2
EPS8L1	2.01825
MAPK14	0.467333333333333
SERPINB2	-5.66875
GTF2F2	-0.3625
ZNHIT4	0.373
PLA1A	-1.099375
C20orf114	0.77225
HPR	-4.9025
C18orf2	-3.464
SATB2	-1.939
KCNJ9	-0.322285714285714
MGC157906	0.8835
MOCS3	1.67975
C17orf71	-0.629666666666667
PPHLN1	0.0267
HIST1H2BN	-1.982625
RAPGEF1	-0.841875
MAP3K8	0.47025
DLG4	-0.375
STC1	-0.598166666666667
CDGAP	2.0435
DDX26B	-2.02425
LOC150223	-2.06875
CPSF3	-0.796333333333333
TMEM14A	0.368
MYH3	-1.942
GPKOW	-0.20175
SULT1A1	-1.179
SPON1	4.2422
YY1AP1	-0.0656666666666667
RAB23	0.61125
PLA2G4A	-4.12625
MAPRE3	0.23725
ZNF516	-0.374357142857143
GGPS1	0.36275
EXOC3L2	-1.485625
C19orf42	0.3868
MAP2K2	-0.224333333333333
HIST1H2BB	-1.14475
RNF19B	1.73666666666667
C6orf128	0.443666666666667
TLR8	2.96125
PCDHA9	-0.315
CARS2	0.3225
CLUL1	1.60616666666667
RHAG	-4.023
UNK	-0.3325
EXOC8	0.3585
C9orf95	0.12875
C14orf143	0.823
MAML3	0.08175
LDHA	-0.31675
MRPL20	0.11475
KLHDC6	0.0521666666666667
ATP5S	0.3075
C8orf55	-0.693
PHF19	-1.468125
KRTAP13-4	0.1825
TTC5	0.5765
XKR5	-0.27125
SILV	-4.49
TEX28	-0.3385
TCTN1	0.7865
CX40.1	0.09225
PPP2R5C	0.216125
C12orf30	-0.1065
CAPG	1.954
MPZL1	0.44175
ARSB	-0.449
TDH	-0.79025
WASF4	-0.2125
TSSK3	-1.258
7A5	1.579
CRISPLD1	0.344
MAD1L1	-0.957166666666667
SPIN4	0.482833333333333
AMPD1	-1.1595
DPYSL5	-1.1415
INPP1	-0.57
ANKRD11	-1.24655555555556
NPAS4	0.0982857142857143
GCET2	-0.0503
RNASE9	0.1245
GUCY2D	0.570166666666667
CCDC98	0.51675
FGF4	-0.257375
CPM	-1.2065
SLC26A4	-0.6745
PLD5	-0.219333333333333
FAM59A	1.994
FBXO5	-0.822222222222222
SIPA1L1	0.28375
DPYS	0.2025
ATG4D	-0.72925
TGM3	0.3425
MTCH1	0.099375
HK1	0.268071428571429
CDC26	-0.359125
GALNT12	-3.19416666666667
LOC339229	-0.958
MRPL35	-0.309
ORC4L	-0.142125
TNKS	0.511571428571429
C2orf24	0.2195
ZNF553	-0.245
GGTLA1	2.6096
ZNF497	1.218
CDY1B	-0.9245
SLC30A4	1.10475
TUB	-1.014
ARHGEF18	-0.088
ARRB1	1.72575
KCNK1	0.68425
EREG	-3.6279
SCAMP5	-0.1155
RUNDC3B	1.9635
ADAMTS20	-0.512666666666667
IL17RB	-1.428375
FLJ20323	-0.7315
MCAM	0.682625
POLR3E	-1.94475
AQR	-0.1675
IPMK	0.7705
CDCA7	-1.25975
CAMP	-0.0305
GRHL3	-0.86875
ADAMTSL2	1.157
CLMN	1.23633333333333
SSTR3	0.292
MAGEA5	-2.21633333333333
OVOL2	3.74575
JMJD1B	0.1885
RBL2	0.5405
PYGO2	0.09075
PPP1R10	0.0795
CSE1L	-1.50166666666667
LCA5	1.64475
RDH16	0.74825
ASRGL1	-3.666
TOM1	0.522
PTX3	-6.2915
TTC15	0.43725
SCGB3A1	-0.267333333333333
MRPL50	-0.7685
RCAN3	0.73325
SLC26A11	0.619
STYX	0.551833333333333
CINP	0.16125
MARCH7	-0.35275
PFKM	-1.36833333333333
SGMS1	1.1475
RIOK3	0.1408
C1orf110	-0.433
CES7	0.161375
LOC440248	-2.96
PPP1R12C	0.93775
C10orf27	1.0255
ATG9A	-0.738
MRPS26	0.013
TMEM40	2.82125
ELP3	0.549
ZNF787	0.1438
HIAT1	0.541125
C8orf34	2.6755
MGC4655	1.0791
PELI1	-0.344833333333333
PPT1	0.6913
SLC35C2	0.1105
C6orf125	-0.60925
MUC4	-0.867166666666667
RFC4	-1.69371428571429
GNB2	0.366666666666667
NUP50	-0.0312857142857143
SULT4A1	-0.91
C7	0.37325
CCDC130	-1.04433333333333
ARRDC4	0.1585
RQCD1	-0.4085
GLYCTK	-1.088
AYTL2	-1.31481818181818
MTUS1	1.6696
LEMD3	0.337
PLEKHF2	3.10925
HOXA7	-0.2985
GTF3C2	-0.1835
DYNLRB2	2.47275
CNOT10	-0.264
MR1	-1.191
FFAR1	0.13425
PRIC285	0.36425
SLITRK6	3.048
LIX1	-1.9778
UBE1L2	-0.778666666666667
F8	0.898125
ACHE	0.519166666666667
KPNA5	-0.0835
TNFRSF12A	-0.567833333333333
EGR3	0.121
SERPIND1	-3.74
OASL	1.12975
IFRD1	-2.379
WDFY1	0.130666666666667
ZNF267	0.381
ACCN5	0.541
ZBTB6	0.57825
PPP1R3A	0.233
PRRT3	0.20525
FBXL19	-0.5505
TXNIP	-0.847571428571429
ACTN2	-2.169
ATG9B	-0.562125
C9orf117	0.139375
IL27	1.415
RPL36AL	-0.209333333333333
KLK15	0.203
CHAD	1.235
RAP2B	-0.4144
HEBP2	1.14875
ZNF342	1.5355
CAMK2G	0.333666666666667
TLR3	1.77375
FGF14	0.615
HMGB2	-0.15175
TRPM5	-0.0201666666666667
OR5M11	0.405
KIF3B	-0.234052631578947
PRICKLE2	1.7115
MTMR9	1.23175
C3orf27	0.1495
GLRA3	-0.857833333333333
NSDHL	0.000999999999999987
TMEM32	-0.3045
POLR2D	-0.806166666666667
MYADML	0.2785
C9orf114	0.11825
MRGPRX1	0.602
TOPORS	0.25675
CLDN19	0.39275
C1QL4	0.5715
RNF165	-1.238
DHRS9	0.0045
DNAH2	-1.78116666666667
FXR1	-0.100166666666667
ZMYM3	-0.282
CASP3	0.203666666666667
FAM120C	-1.58375
SCLY	-1.647
CA7	0.0905
ENTPD5	0.442333333333333
ZNF461	0.17675
PDIA5	-0.1135
C1orf19	-0.973333333333333
TMEM67	0.86675
KCTD20	-0.02675
WDR47	0.8085
FLJ38723	0.7015
KLRF1	0.422333333333333
TAS2R16	0.017
CLDN12	-0.51825
PRKCE	-0.338
UBXD4	-0.20575
ITGAM	2.612
GLT8D3	0.058375
WDR31	0.9478
RGS2	0.5355
OR51L1	0.0195
MST1R	-0.783
KIAA1737	0.99075
OR4A5	-0.587
GLIS1	-0.779333333333333
PTMA	0.316928571428571
NAPA	2.0015
PRDM11	-0.10675
LIPF	2.0285
DIRAS3	2.0795
ASGR2	-4.17625
C1QTNF4	0.26
PIK3R4	0.0881666666666667
ARMC3	0.2675
NDUFV3	-0.577666666666667
BTBD3	-0.370333333333333
PPP1R2	0.351833333333333
UBE2NL	0.33575
FOSL2	1.33664285714286
FAM119A	-1.77433333333333
TUBA4A	-1.1041
KRTAP12-1	-0.16625
SFRS2	-0.264
RHPN1	-0.7671
EEF2	-0.534333333333333
ZDHHC11	-2.16033333333333
EPHA3	-1.3868
RBM12	0.19275
H2AFJ	0.204666666666667
EDIL3	4.9205
KIF26A	-0.78125
SERGEF	-0.47
B3GALT4	1.6525
LOC90925	1.65683333333333
OSCAR	0.676125
NPFF	-1.05375
DEDD	0.5355
TMEM155	-0.451875
PTPN1	-0.78725
SCYL2	0.583666666666667
SKAP1	0.09425
LEAP2	-3.7045
GADD45G	1.3873
IFITM3	0.761875
PILRB	-2.0815
SLU7	0.3131875
DSC3	2.33825
DNMT3L	-1.943
PAPD5	0.80425
B3GNT3	-0.503166666666667
LHCGR	0.599
MSL-1	-0.04025
UBE2S	-0.479
SAP130	-0.19375
ANAPC11	-0.07675
MAGED4B	-0.3685
ATP6V1B2	0.843666666666667
C14orf179	0.8685
CAPZA1	0.426
CDYL2	0.4635
GLRX3	-0.00716666666666667
LOC136288	-0.6365
MOBKL1A	-0.724
HTR2B	2.9305
CRYGD	-0.0466666666666667
NUS1	-0.402333333333333
PGRMC1	0.891
MYOM2	0.8355
FLJ39653	-2.32266666666667
CHM	0.439
OR5M8	0.4915
ZNF619	0.8305
FAM105A	0.60725
CCNL1	-1.270875
NAP1L3	0.89925
C10orf57	2.88233333333333
B3GALNT1	1.54483333333333
CSN1S2A	0.413
TCP10L	0.63875
GDAP2	0.602875
DMKN	-1.99583333333333
COX6B1	-0.88175
DNASE2	0.151833333333333
MSH5	-2.08625
LGMN	0.13975
USP31	-0.2245
OR13C8	0.936
SDCBP	-0.6525
NUDT11	-0.5475
PYGL	-1.511
SNPH	-1.14616666666667
B3GNT4	0.3915
MIZF	0.2734
NUBPL	0.75975
NOD1	-0.6445
CDH22	0.85375
NUBP1	0.466333333333333
DSCAM	-3.40775
DGKI	1.169
FAM136A	-0.3275
AKAP1	-0.3065
SLC16A6	0.1045
RIN3	0.826
PSG2	0.582
DIP2B	-0.218833333333333
PSORS1C1	0.9835
KIAA0495	0.3785
FLJ90709	-0.153333333333333
LPA	-0.317166666666667
PIGA	-0.225166666666667
LY75	0.8805
UTS2	-3.52666666666667
RREB1	0.583
GALNACT-2	1.3665
MGC3196	-1.08425
FLJ31568	-0.32225
LPHN1	-0.354125
SP1	1.327125
TOX4	0.171833333333333
HSPA9	-0.4223
APOBEC1	0.543
SLC35E4	-1.57575
LSM5	-1.04775
SURF1	-0.56725
ZBTB1	1.15608333333333
GTF2F1	0.220875
RPS15A	-0.573714285714286
DUSP21	-1.19366666666667
GINS4	-0.816833333333333
MYO15A	-0.771
GIMAP7	3.36325
MGC13379	-0.42825
ATP6V1E2	-0.597333333333333
UTP3	0.1175
HNRPA3	-1.0203125
MT4	-0.5545
C14orf155	0.158
U1SNRNPBP	0.254
CKLF	-0.609166666666667
PLEKHN1	-0.9275
MBNL1	0.237083333333333
NUP160	-1.6975
ACSM2A	-2.16325
LOC129881	0.08775
KIAA1529	-1.04325
FLJ22639	-1.15675
HAND1	-1.23
GSX1	0.591
FGA	-4.2395
SERPINB1	-1.4755
ZNF642	-0.19525
IGFBP1	-7.921875
SLC1A1	0.958
DHX57	0.076125
ZNF766	2.43
PTPN21	-0.2667
GDPD3	-2.4515
PNPLA5	0.4115
TBR1	0.530666666666667
FAM116A	0.096
IQGAP1	0.5145
FOS	0.11075
ZNF226	-0.208875
FIGNL1	-0.426833333333333
C14orf1	0.5005
ZMYND17	0.1815
PUS7	-1.13266666666667
TUBB6	-0.197
KCNQ2	-1.6045
MARCH6	-0.0359166666666666
CCDC33	-0.321
PRODH	1.0355
RBM11	1.90675
EPHA6	0.395428571428571
SLC43A1	0.144
LOC196541	0.722
NTN1	0.188416666666667
ING4	0.3525
PCDHB10	1.423
DPH2	-0.772
SPACA4	0.181
FBXL21	-4.248
DIAPH1	-0.680833333333334
ZNF71	1.86866666666667
CEP76	-0.0845
CORO1A	-0.65725
RRM2	-0.456
EDG4	0.6385
OS9	0.552666666666667
SLC4A1AP	0.413
COG5	-0.07775
COPS8	-0.49875
NGLY1	-0.62875
NCBP2	-0.084125
C17orf42	-0.709833333333333
GPSM3	-0.7665
SIL1	0.229166666666667
ASB6	-0.56975
SMAD5OS	-0.117833333333333
UNC93A	-3.205375
A1BG	0.733666666666667
C21orf62	0.45625
FMO5	-1.90183333333333
ATRIP	0.441
CEBPG	-0.566
C7orf38	0.374166666666667
TNFRSF1B	0.5265
CLEC1A	1.51616666666667
IQSEC1	0.203125
PATZ1	1.7133
RBM22	1.55975
BAG2	-1.56816666666667
PAQR5	-2.46
C9orf127	-0.1567
THNSL1	0.55675
SHROOM3	2.7957
JAM2	0.934
SNRPN	-2.105
ALX4	0.833
CACNA1S	0.5525
FAM130A1	0.439
CORIN	4.572
CD300LB	0.664
PLEKHG6	0.4145
LRRC40	-0.38225
PCLKC	-1.22425
PCDHB16	-0.745333333333333
WNT2B	0.69
ASNS	-1.65844444444444
MRPL49	0.95975
FLJ46111	1.78275
ISG20	-0.674875
SMU1	0.636
CASZ1	0.3395
POLR1D	0.189166666666667
GIN1	0.27375
SNAG1	0.767666666666667
ANKRD29	-1.49475
CDKN2AIP	0.35625
KRR1	0.3465
CXCL1	-2.12016666666667
EPM2A	0.8039
PC	-1.296
DEFB127	0.099
PDZRN4	2.792
FAH	0.39575
OR51E1	1.8755
CDC2L6	0.401
DNTTIP1	0.0815
PAX8	-1.246
TMEM116	-0.12875
C1orf150	0.9635
PRO2012	-0.15175
MRPL40	-0.765166666666667
BEX1	-3.7542
SLC2A4	-1.57483333333333
PKMYT1	-0.25725
FEZF2	-0.4876
SLC26A9	-1.28775
MAP2	0.149333333333333
LYL1	-1.5245
SLC25A19	-0.987
NOS3	-0.2965
ZNF34	0.641333333333333
TMPRSS11F	-0.22675
FAM43A	-0.033
FCRL4	0.0763333333333333
KLF14	-0.06775
FLRT2	-0.258833333333333
WRN	-0.193
SDF2	1.689
KRT8P12	1.07675
C6orf195	0.5135
C9orf125	-1.36633333333333
DZIP3	0.09425
RIT1	-0.66725
SCML1	-1.08016666666667
RHBDF2	-0.27775
OR2G3	0.7155
REXO1L1	-0.152
MAP3K7IP3	-0.034375
C3orf57	-4.59325
FBXW11	-1.285
ETAA1	-0.69325
C14orf131	-0.5144
AKT1S1	1.6965
SLC12A5	-1.028375
C9orf164	1.1075
NRIP3	0.503
NOS1AP	-0.96775
TMEM121	-1.30975
SAP30BP	0.2588
DGCR6	0.85775
WDR76	-0.615
FAM82B	-0.0101666666666667
LOC606495	-0.0345
MAP9	2.40266666666667
BCDIN3D	-0.126
CXorf36	3.948
DSCR3	-0.1586
ZFAND3	0.752125
C7orf43	0.245
SPSB3	0.137
C19orf19	-0.2165
FAM133A	-1.695375
C12orf25	0.347
SLC39A3	-0.636625
DISP2	0.13525
PI4KAP2	-1.5315
MKRN3	-2.81533333333333
ADAMTS13	-1.756
CBLN3	0.3483
TTYH1	-0.768166666666667
C3orf18	-0.137
FLJ13236	-1.09925
ZMYND12	3.8715
C18orf25	0.51175
GLB1L3	-0.5315
ATP13A5	0.1265
RANBP10	-0.12275
CD96	-1.4233
DENND1C	-0.8985
RBMS3	0.5211
SLC41A3	0.195666666666667
DGCR6L	0.98425
TMEM128	0.300666666666667
CSNK1G3	-0.257642857142857
MOBKL2C	0.814625
TSPAN6	-1.907125
MATN2	-2.0938
MSL2L1	0.193
ST6GALNAC2	0.208666666666667
FGFBP2	-0.284
FGL1	-6.5805
MPP3	-0.959
ARHGEF6	0.6905
TGFBR2	0.486375
ACMSD	1.56425
IL33	-0.3995
C9orf5	-0.444083333333333
DEAF1	0.0273
AMN	-0.8515
DEFA6	0.652
RNF212	-1.54675
METT5D1	0.428666666666667
CIB1	-0.106
TSSK1B	0.19825
KIAA1727	0.986
ZNF680	-0.0585833333333334
LOC399900	-1.186
LOC152217	-1.10925
CTNNAL1	-2.8905
CIT	-2.17866666666667
TLE6	-0.3975
ZNF607	1.40925
HERC4	0.143333333333333
DRAP1	0.2422
PEMT	-0.17125
C10orf111	-0.071
ZNF575	-0.605125
KCTD7	0.07325
MYO1F	0.43075
LOC285382	1.66475
RAB11A	1.4202
PLCD3	-0.157
C15orf28	0.1195
PTBP2	-1.154375
CTB-1048E9.5	0.2355
C19orf60	-1.08783333333333
C7orf25	0.4505
SETD7	1.232625
HOXB9	-4.2055
VANGL1	0.70475
CHAF1B	-0.65075
NDUFA3	0.1815
KIAA1328	0.474166666666667
SHARPIN	0.122875
TTC23	-0.293875
UGP2	0.09275
ANKIB1	0.5879
CIRBP	0.745857142857143
SEC14L4	-3.7935
OVCH1	-0.17
VPS52	0.9465
FAT	-0.317125
M6PRBP1	0.72625
GPRIN3	0.6235
PPM1F	-0.320833333333333
TSR1	-0.8555
CCDC85A	2.539
PCSK5	1.588
ZFHX3	0.367
HEMK1	-0.6587
PGBD2	-0.2785
RSRC2	0.016
AURKC	0.414166666666667
SCRIB	-0.682
ORM2	-4.454
FAM115A	0.0906
FZD6	-0.464625
UNC119	1.5795
GPX3	-1.0359
NOV	-0.254375
CABC1	-0.495375
CDC42SE2	-0.2235
EIF2S2	-0.0355
RNF130	0.32
CKAP5	-0.6795
RP11-413M3.2	-0.119125
C10orf18	0.3886
TMEM93	-0.44225
DYX1C1	1.62025
KCNMB2	-2.208875
ANK3	2.62091666666667
KRT5	-0.3601
CDH12	-1.46575
QRSL1	0.1415
JUB	-0.88725
SHC4	-0.838125
CCL15	0.158
CCDC22	-0.01025
SNX24	0.14775
RARS	-0.348
MORC2	0.16575
FAM48A	-0.191
MT1H	-1.298
PPP1R14C	-0.852833333333333
FOXD1	-1.18557142857143
C1orf213	-2.8485
AMT	-2.4749
DSN1	-1.523
PTPLAD2	2.244
DIS3L	0.0395
RASL11A	-1.3365
GPRC5B	-0.1545
FRMD7	-0.19
STRN4	-0.0905
KITLG	3.66827272727273
HDGF	-0.26925
OR1S1	0.2895
SETX	-0.1149
DDR2	0.8675
KCTD12	1.69825
LYZL2	-1.20025
WDR52	0.5195
TMEM2	0.825
ZNF579	-0.462666666666667
LOC200810	-0.2355
TNFSF9	-1.571875
PPFIA4	-3.33
CNIH3	1.48583333333333
MAP4K4	-0.207857142857143
ROD1	-0.302214285714286
ALS2CR12	-0.424
DOCK3	-0.810333333333333
PAQR9	-4.469
ASB17	0.0864
STX16	-0.58775
FEZ2	0.229833333333333
DLAT	-0.845166666666667
KIF21B	-1.6485
CDC5L	-0.0255
TMEM119	2.2115
CRIP3	-2.38225
TPSD1	0.869833333333333
TEPP	-0.89675
GNGT2	1.2085
C21orf121	1.2805
WNK1	0.652833333333333
FLJ10490	-0.6751
OR51B5	-2.8735
LOC203547	-0.92025
HAS1	0
PPA1	1.14233333333333
ST7	0.637125
C11orf46	1.2235
POPDC3	-3.55566666666667
ACOX2	-1.65566666666667
ATCAY	-0.87525
TM4SF19	-0.7705
MFSD9	-0.647833333333333
PDHB	-0.467
ERN1	-0.35225
LCE3C	0.548
GPR111	0.583
NOTCH3	0.513833333333333
ADAMTS5	1.48475
B3GALT1	-1.71375
UGCGL1	-0.209666666666667
FAM58A	0.263
FBXO32	1.42925
CLPP	-0.684
NXPH1	-0.17825
MTMR3	1.253
ATP1B3	-0.952125
TMEM16A	4.53575
HIST1H3F	-0.179666666666667
TRIM25	0.137166666666667
SDCBP2	1.427
CRKL	-1.295875
HOXB2	0.100166666666667
ANP32B	-0.45925
GATM	1.2045
AP4E1	0.146
EDG5	0.165875
CDKN3	-0.0758333333333333
CDH4	-1.39925
PGD	0.0888333333333333
RND1	1.499
GAD1	-3.4419
MPG	-0.8265
LOC440350	-1.035
ZNF133	-0.4045
SERPINB12	-1.221
AMELY	-0.093
DHX36	-0.752
TNFAIP8L2	2.7415
PHTF2	0.0041111111111111
CCDC112	-0.289166666666667
IQCC	-0.3245
HEYL	2.24333333333333
FTSJ2	-0.597
APPL1	1.048125
RAB43	0.115571428571429
OR10G2	-0.0385
WAC	0.130166666666667
ADCY9	-0.23825
RUNDC2B	-0.012
PYCRL	-0.6994
AGPAT7	-0.570333333333333
SLC22A9	-1.25666666666667
CDKAL1	0.4855
PDYN	-0.4014
C20orf74	-0.3985
MTMR11	0.562
VAV3	4.45266666666667
DAPL1	-1.234
STXBP3	0.7555
EIF3G	-0.3385
ARHGAP22	-1.2345
NPFFR1	0.0475
NPC1	-0.360833333333333
ALDH9A1	0.990166666666667
ZNF600	1.299625
ZNF678	0.540833333333333
RASSF1	0.159833333333333
ADD2	-3.430375
PITPNB	0.2655
PKD2L2	-0.321714285714286
LRP11	0.392
CDKL1	0.12725
SMEK2	0.01825
PRODH2	-3.19783333333333
C11orf54	-0.734833333333333
SFRS11	-0.714333333333333
IL7	0.773333333333333
ALS2CR16	-0.51625
BTG3	-0.626833333333333
PAK2	-0.4095
RP11-679B17.1	-0.007
GATA4	-0.0721666666666667
ATP2B1	0.61
LOC130940	0.441
C1orf172	2.34316666666667
ATF7IP2	-1.07775
SLC25A43	-0.0128333333333333
CENTG3	-0.79025
IGF2BP1	-3.649
FCHSD1	0.289
CAMK2N2	-1.61816666666667
ELAVL3	-0.3907
NBPF15	-0.278
UBE2J2	0.423083333333333
GNL2	-0.23375
PRR3	-0.2675
NLF2	-0.76525
OR4F6	-0.526
KLHL24	0.403833333333333
CCDC88A	-1.6046
SGPP1	-0.5425
C10orf11	-0.389166666666667
SLC35B4	-0.966833333333333
UGT3A2	-0.7945
ARNT2	0.1515
CBR1	-0.52875
ITPR3	-0.9455
TRAPPC6B	0.2388
AMZ1	1.2545
ARP11	2.91875
WDSUB1	-0.05025
APBA1	0.192166666666667
RAB2A	1.3139
C6orf162	-0.497625
HPSE2	0.76625
PLCE1	-1.69
INSL3	-0.07
DLG1	0.136
PTPLA	-2.07775
PIGX	-0.312875
TFIP11	0.581833333333333
FIBIN	3.599
POLR2G	-0.1325
GRAP2	-0.9535
DNAJB8	-0.27875
CNBP	0.513166666666667
WASF1	0.016
INPP5E	-0.9932
HSPB1	0.212125
TMEM167	0.1693
CUBN	0.86325
IGF1	1.4801875
ITPK1	0.5523
NAALAD2	-1.197375
G3BP1	0.0593
NT5DC1	0.16025
CYP39A1	0.051
TMEM139	1.12791666666667
POLK	0.3796
GLULD1	-1.5225
RBM15	-0.609333333333333
AMZ2	-0.176
GDF15	-3.78166666666667
MESDC2	-0.273
INCA	0.0901666666666667
ACY1L2	-1.7465
GZMM	-1.17783333333333
PAIP1	0.22
CACNA2D1	-0.1125
STK32C	-0.559833333333333
SH3BP4	0.929333333333333
DEC1	-0.3
PADI1	-0.488
UBB	0.3144
PON3	-3.36566666666667
PROP1	0.1965
ANKRD13B	0.987
ADCK1	0.4425
TCF25	-0.00966666666666667
SLC38A5	-1.653
CXorf26	0.571666666666667
C19orf39	0.27325
PPP1R13B	0.90375
ARL2	-0.0765
TCL6	-0.00649999999999997
TOP3A	-0.1355
SLC16A14	0.86675
FXYD6	1.79383333333333
HIST1H4E	-1.15075
BBC3	-0.989421052631579
UNC5A	0.11
FAM86C	-0.1329
PI4KB	0.3255
B3GAT1	-2.678
SUSD2	2.35633333333333
OAZ2	-0.517
NOC4L	-0.16975
C10orf12	0.7255
FADS1	-3.14616666666667
LOC144097	-0.303
DKK2	0.8995
KIAA1949	-0.122
RHOT1	0.0191
OXT	1.53233333333333
GPR153	-1.3525
ARL4A	-0.0321666666666667
SAAL1	-0.801
CCDC64	-0.2795
USE1	-0.672
HNMT	0.590666666666667
PCGF3	0.285
CYP2C19	0.399
C20orf4	0.806
CCDC11	0.85225
ACSBG2	-0.576
RWDD2A	0.285
PALLD	3.14075
CPLX4	-0.4295
LOC492311	0.87175
KPNA2	-0.664333333333333
MACROD1	0.6825
TMCO3	0.743166666666667
C15orf52	-0.91
BIRC5	-0.6664
PRR16	1.02
FAM63B	0.685375
KATNB1	-0.608666666666667
WNT8B	-0.128
